language,label,anterior,labial,back,high,ATR,lateral,distributed,LONG,spread,low,syllabic,continuant,nasal,sonorant,coronal,tense,constr,vocalic,strident,EXTRA,consonantal,voice,round
I6,h,-,-,-,-,0,0,0,-,+,+,-,+,-,+,-,+,-,-,-,-,-,-,-
I6,ã,-,-,+,-,-,0,0,-,-,+,+,+,+,+,-,-,-,+,-,-,-,+,-
I6,tʃ,-,-,-,+,0,-,+,-,-,-,-,-,-,-,+,0,-,-,+,-,+,-,-
I6,v,+,+,-,-,0,0,-,-,-,-,-,+,-,-,-,+,-,-,+,-,+,+,-
I6,x,-,-,+,+,0,0,0,-,-,-,-,+,-,-,-,+,-,-,-,-,+,-,-
I6,pʃʼ,-,-,-,0,0,-,+,-,-,-,-,-,-,-,0,+,+,-,+,-,+,-,-
I7,a,-,-,+,-,-,0,0,-,-,+,+,+,-,+,-,-,-,+,-,-,-,+,-
I7,ɳ,-,-,-,-,0,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,+,+,-
I7,h,-,-,-,-,0,0,0,-,+,+,-,+,-,+,-,+,-,-,-,-,-,-,-
I7,ɟ,-,-,-,+,0,0,0,-,-,-,-,-,-,-,-,0,-,-,-,-,+,+,-
I7,t̻s̻,+,-,-,-,0,-,+,-,-,-,-,-,-,-,+,0,-,-,+,-,+,-,-
I7,ʃ,-,-,-,+,0,-,+,-,-,-,-,+,-,-,+,0,-,-,+,-,+,-,-
I7,f,+,+,-,-,0,0,-,-,-,-,-,+,-,-,-,+,-,-,+,-,+,-,-
I7,o,-,+,+,-,+,0,0,-,-,-,+,+,-,+,-,+,-,+,-,-,-,+,+
I7,ʒ,-,-,-,+,0,-,+,-,-,-,-,+,-,-,+,0,-,-,+,-,+,+,-
I7,ʎ,-,-,-,+,0,0,-,-,-,-,-,+,-,+,-,0,-,+,-,-,+,+,-
I7,b,+,+,-,-,0,0,+,-,-,-,-,-,-,-,-,+,-,-,-,-,+,+,-
I7,w,+,+,+,+,0,0,0,-,-,-,-,+,-,+,-,+,-,-,-,-,-,+,-
I7,ɒ,-,+,+,-,-,0,0,-,-,+,+,+,-,+,-,-,-,+,-,-,-,+,+
I7,p,+,+,-,-,0,0,+,-,-,-,-,-,-,-,-,+,-,-,-,-,+,-,-
I7,tʃ,-,-,-,+,0,-,+,-,-,-,-,-,-,-,+,0,-,-,+,-,+,-,-
I8,ɹ,+,-,-,-,0,-,-,-,-,-,-,+,-,+,+,0,-,+,-,-,+,+,-
I8,t̪̀,+,-,-,-,0,-,+,-,-,-,-,-,-,-,+,+,-,-,-,-,+,-,-
I8,hʷ,-,+,-,-,0,0,0,-,+,+,-,+,-,+,-,0,-,-,-,-,-,-,+
I8,ʃ,-,-,-,+,0,-,+,-,-,-,-,+,-,-,+,0,-,-,+,-,+,-,-
I8,s,+,-,-,-,0,-,-,-,-,-,-,+,-,-,+,+,-,-,+,-,+,-,-
I8,m,+,+,-,-,0,0,+,-,-,-,-,-,+,+,-,-,-,-,-,-,+,+,-
I8,h,-,-,-,-,0,0,0,-,+,+,-,+,-,+,-,+,-,-,-,-,-,-,-
I8,b,+,+,-,-,0,0,+,-,-,-,-,-,-,-,-,+,-,-,-,-,+,+,-
I8,tʃ,-,-,-,+,0,-,+,-,-,-,-,-,-,-,+,0,-,-,+,-,+,-,-
I8,r,+,-,-,-,0,-,-,-,-,-,-,+,-,+,+,+,-,+,-,-,+,+,-
I8,ʔ,-,-,-,-,0,0,0,-,+,+,-,-,-,+,-,0,+,-,-,-,-,-,-
I8,ɲ,-,-,-,+,0,0,0,-,-,-,-,-,+,+,-,-,-,-,-,-,+,+,-
I8,k͡p,+,+,+,+,0,0,0,-,-,-,-,-,-,-,-,+,-,-,-,-,+,-,-
I8,ɨ,-,-,+,+,+,0,0,-,-,-,+,+,-,+,-,+,-,+,-,-,-,+,-
I8,ts,+,-,-,-,0,-,-,-,-,-,-,-,-,-,+,0,-,-,+,-,+,-,-
I9,m,+,+,-,-,0,0,+,-,-,-,-,-,+,+,-,-,-,-,-,-,+,+,-
I9,f,+,+,-,-,0,0,-,-,-,-,-,+,-,-,-,+,-,-,+,-,+,-,-
I9,ŋ,-,-,+,+,0,0,0,-,-,-,-,-,+,+,-,-,-,-,-,-,+,+,-
I9,u,-,+,+,+,+,0,0,-,-,-,+,+,-,+,-,+,-,+,-,-,-,+,+
I9,p,+,+,-,-,0,0,+,-,-,-,-,-,-,-,-,+,-,-,-,-,+,-,-
I9,ɡ,-,-,+,+,0,0,0,-,-,-,-,-,-,-,-,+,-,-,-,-,+,+,-
I9,s,+,-,-,-,0,-,-,-,-,-,-,+,-,-,+,+,-,-,+,-,+,-,-
I9,a,-,-,+,-,-,0,0,-,-,+,+,+,-,+,-,-,-,+,-,-,-,+,-
I9,l,+,-,-,-,0,+,-,-,-,-,-,-,-,+,+,+,-,+,-,-,+,+,-
I9,j,-,-,-,+,0,0,0,-,-,-,-,+,-,+,-,+,-,-,-,-,-,+,-
I9,χʷ,-,+,+,-,0,0,0,-,-,-,-,+,-,-,-,0,-,-,-,-,+,-,+
I9,tsʷ,+,+,-,-,0,-,-,-,-,-,-,-,-,-,+,0,-,-,+,-,+,-,+
I9,i,-,-,-,+,+,0,0,-,-,-,+,+,-,+,-,+,-,+,-,-,-,+,-
I9,pʰ,+,+,-,-,0,0,+,-,+,-,-,-,-,-,-,+,-,-,-,-,+,-,-
I9,d̪,+,-,-,-,0,-,+,-,-,-,-,-,-,-,+,0,-,-,-,-,+,+,-
I10,ɡ͡b,+,+,+,+,0,0,0,-,-,-,-,-,-,-,-,+,-,-,-,-,+,+,-
I10,m,+,+,-,-,0,0,+,-,-,-,-,-,+,+,-,-,-,-,-,-,+,+,-
I10,aː,-,-,+,-,-,0,0,+,-,+,+,+,-,+,-,-,-,+,-,-,-,+,-
I10,ũ,-,+,+,+,+,0,0,-,-,-,+,+,+,+,-,+,-,+,-,-,-,+,+
I10,ŋ,-,-,+,+,0,0,0,-,-,-,-,-,+,+,-,-,-,-,-,-,+,+,-
I10,p,+,+,-,-,0,0,+,-,-,-,-,-,-,-,-,+,-,-,-,-,+,-,-
I10,n,+,-,-,-,0,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,+,+,-
I10,k͡p,+,+,+,+,0,0,0,-,-,-,-,-,-,-,-,+,-,-,-,-,+,-,-
I10,j,-,-,-,+,0,0,0,-,-,-,-,+,-,+,-,+,-,-,-,-,-,+,-
I10,a,-,-,+,-,-,0,0,-,-,+,+,+,-,+,-,-,-,+,-,-,-,+,-
I10,c,-,-,-,+,0,0,0,-,-,-,-,-,-,-,-,0,-,-,-,-,+,-,-
I10,aʔ,-,-,+,-,-,0,0,-,-,+,+,+,-,+,-,-,+,+,-,-,-,+,-
I10,f,+,+,-,-,0,0,-,-,-,-,-,+,-,-,-,+,-,-,+,-,+,-,-
I10,l̪,+,-,-,-,0,+,+,-,-,-,-,-,-,+,+,0,-,+,-,-,+,+,-
I10,ɾ,+,-,-,-,0,-,-,-,-,-,-,-,-,+,+,0,-,+,-,-,+,+,-
I11,n,+,-,-,-,0,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,+,+,-
I11,m,+,+,-,-,0,0,+,-,-,-,-,-,+,+,-,-,-,-,-,-,+,+,-
I11,d,+,-,-,-,0,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,+,+,-
I11,ɪ,-,-,-,+,-,0,0,-,-,-,+,+,-,+,-,-,-,+,-,-,-,+,-
I11,ɡ,-,-,+,+,0,0,0,-,-,-,-,-,-,-,-,+,-,-,-,-,+,+,-
I11,ŋ,-,-,+,+,0,0,0,-,-,-,-,-,+,+,-,-,-,-,-,-,+,+,-
I11,tsʲ,+,-,-,+,0,-,-,-,-,-,-,-,-,-,+,0,-,-,+,-,+,-,-
I11,ɻ,-,-,-,-,0,-,-,-,-,-,-,+,-,+,+,0,-,-,-,-,-,+,-
I11,tʰ,+,-,-,-,0,-,-,-,+,-,-,-,-,-,+,+,-,-,-,-,+,-,-
I11,k,-,-,+,+,0,0,0,-,-,-,-,-,-,-,-,+,-,-,-,-,+,-,-
I11,n’,+,-,-,-,0,-,-,-,-,-,-,-,+,+,+,+,+,-,-,-,+,+,-
I11,t̪ʼ,+,-,-,-,0,-,+,-,-,-,-,-,-,-,+,+,+,-,-,-,+,-,-
I11,j,-,-,-,+,0,0,0,-,-,-,-,+,-,+,-,+,-,-,-,-,-,+,-
I11,d̪,+,-,-,-,0,-,+,-,-,-,-,-,-,-,+,0,-,-,-,-,+,+,-
I11,i,-,-,-,+,+,0,0,-,-,-,+,+,-,+,-,+,-,+,-,-,-,+,-
I12,j,-,-,-,+,0,0,0,-,-,-,-,+,-,+,-,+,-,-,-,-,-,+,-
I12,dz,+,-,-,-,0,-,-,-,-,-,-,-,-,-,+,0,-,-,+,-,+,+,-
I12,o,-,+,+,-,+,0,0,-,-,-,+,+,-,+,-,+,-,+,-,-,-,+,+
I12,ʃ,-,-,-,+,0,-,+,-,-,-,-,+,-,-,+,0,-,-,+,-,+,-,-
I12,m,+,+,-,-,0,0,+,-,-,-,-,-,+,+,-,-,-,-,-,-,+,+,-
I12,ⁿd̪,+,-,-,-,0,-,+,-,-,-,-,-,+,-,+,-,-,-,-,-,+,+,-
I12,ẽː,-,-,-,-,+,0,0,+,-,-,+,+,+,+,-,+,-,+,-,-,-,+,-
I12,i,-,-,-,+,+,0,0,-,-,-,+,+,-,+,-,+,-,+,-,-,-,+,-
I12,ʌː,-,-,+,-,-,0,0,+,-,-,+,+,-,+,-,-,-,+,-,-,-,+,-
I12,u,-,+,+,+,+,0,0,-,-,-,+,+,-,+,-,+,-,+,-,-,-,+,+
I12,w,+,+,+,+,0,0,0,-,-,-,-,+,-,+,-,+,-,-,-,-,-,+,-
I12,dʒ,-,-,-,+,0,-,+,-,-,-,-,-,-,-,+,0,-,-,+,-,+,+,-
I12,kxʰ,-,-,+,+,0,0,0,-,+,-,-,-,-,-,-,+,-,-,-,-,+,-,-
I12,ħ,-,-,+,-,0,0,0,-,-,+,-,+,-,-,-,0,-,-,-,-,+,-,-
I12,ɔ,-,+,+,-,-,0,0,-,-,-,+,+,-,+,-,-,-,+,-,-,-,+,+
I13,ɳ,-,-,-,-,0,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,+,+,-
I13,s,+,-,-,-,0,-,-,-,-,-,-,+,-,-,+,+,-,-,+,-,+,-,-
I13,tsʼ,+,-,-,-,0,-,-,-,-,-,-,-,-,-,+,+,+,-,+,-,+,-,-
I13,ʊ̘,-,+,+,+,+,0,0,-,-,-,+,+,-,+,-,+,-,+,-,-,-,+,+
I13,r̥ʰ,+,-,-,-,0,-,-,-,+,-,-,+,-,+,+,+,-,-,-,-,+,-,-
I13,d,+,-,-,-,0,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,+,+,-
I13,dʒ,-,-,-,+,0,-,+,-,-,-,-,-,-,-,+,0,-,-,+,-,+,+,-
I13,ɬ,+,-,-,-,0,+,0,-,-,-,-,+,-,-,+,0,-,-,-,-,+,-,-
I13,ə,-,-,+,-,-,0,0,-,-,-,+,+,-,+,-,-,-,+,-,-,-,+,-
I13,ɟ,-,-,-,+,0,0,0,-,-,-,-,-,-,-,-,0,-,-,-,-,+,+,-
I13,i,-,-,-,+,+,0,0,-,-,-,+,+,-,+,-,+,-,+,-,-,-,+,-
I13,w,+,+,+,+,0,0,0,-,-,-,-,+,-,+,-,+,-,-,-,-,-,+,-
I13,t̪ʼ,+,-,-,-,0,-,+,-,-,-,-,-,-,-,+,+,+,-,-,-,+,-,-
I13,e,-,-,-,-,+,0,0,-,-,-,+,+,-,+,-,+,-,+,-,-,-,+,-
I13,ɨ,-,-,+,+,+,0,0,-,-,-,+,+,-,+,-,+,-,+,-,-,-,+,-
I14,f,+,+,-,-,0,0,-,-,-,-,-,+,-,-,-,+,-,-,+,-,+,-,-
I14,pʼ,+,+,-,-,0,0,+,-,-,-,-,-,-,-,-,+,+,-,-,-,+,-,-
I14,ɡʰ,-,-,+,+,0,0,0,-,+,-,-,-,-,-,-,+,-,-,-,-,+,+,-
I14,m,+,+,-,-,0,0,+,-,-,-,-,-,+,+,-,-,-,-,-,-,+,+,-
I14,t,+,-,-,-,0,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,+,-,-
I14,ɾˡ,+,-,-,-,0,+,-,-,-,-,-,-,-,+,+,0,-,+,-,-,+,+,-
I14,ʃ,-,-,-,+,0,-,+,-,-,-,-,+,-,-,+,0,-,-,+,-,+,-,-
I14,p,+,+,-,-,0,0,+,-,-,-,-,-,-,-,-,+,-,-,-,-,+,-,-
I14,β,+,+,-,-,0,0,+,-,-,-,-,+,-,-,-,0,-,-,-,-,+,+,-
I14,l,+,-,-,-,0,+,-,-,-,-,-,-,-,+,+,+,-,+,-,-,+,+,-
I14,ɾ,+,-,-,-,0,-,-,-,-,-,-,-,-,+,+,0,-,+,-,-,+,+,-
I14,ʕʼ,-,-,+,-,0,0,0,-,-,+,-,+,-,-,-,+,+,-,-,-,+,+,-
I14,h,-,-,-,-,0,0,0,-,+,+,-,+,-,+,-,+,-,-,-,-,-,-,-
I14,q,-,-,+,-,0,0,0,-,-,-,-,-,-,-,-,0,-,-,-,-,+,-,-
I14,ɗ,+,-,-,-,0,-,-,-,-,-,-,-,-,-,+,0,+,-,-,-,+,+,-
I14,mʰ,+,+,-,-,0,0,+,-,+,-,-,-,+,+,-,+,-,-,-,-,+,+,-
I15,qʼ,-,-,+,-,0,0,0,-,-,-,-,-,-,-,-,+,+,-,-,-,+,-,-
I15,n,+,-,-,-,0,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,+,+,-
I15,i,-,-,-,+,+,0,0,-,-,-,+,+,-,+,-,+,-,+,-,-,-,+,-
I15,e,-,-,-,-,+,0,0,-,-,-,+,+,-,+,-,+,-,+,-,-,-,+,-
I15,o,-,+,+,-,+,0,0,-,-,-,+,+,-,+,-,+,-,+,-,-,-,+,+
I15,ʃ,-,-,-,+,0,-,+,-,-,-,-,+,-,-,+,0,-,-,+,-,+,-,-
I15,w,+,+,+,+,0,0,0,-,-,-,-,+,-,+,-,+,-,-,-,-,-,+,-
I15,k,-,-,+,+,0,0,0,-,-,-,-,-,-,-,-,+,-,-,-,-,+,-,-
I15,s,+,-,-,-,0,-,-,-,-,-,-,+,-,-,+,+,-,-,+,-,+,-,-
I15,ᵑk,-,-,+,+,0,0,0,-,-,-,-,-,+,-,-,0,-,-,-,-,+,-,-
I15,n̪,+,-,-,-,0,-,+,-,-,-,-,-,+,+,+,-,-,-,-,-,+,+,-
I15,xʷ,-,+,+,+,0,0,0,-,-,-,-,+,-,-,-,0,-,-,-,-,+,-,+
I15,β,+,+,-,-,0,0,+,-,-,-,-,+,-,-,-,0,-,-,-,-,+,+,-
I15,p,+,+,-,-,0,0,+,-,-,-,-,-,-,-,-,+,-,-,-,-,+,-,-
I15,t,+,-,-,-,0,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,+,-,-
I15,a,-,-,+,-,-,0,0,-,-,+,+,+,-,+,-,-,-,+,-,-,-,+,-
I16,p,+,+,-,-,0,0,+,-,-,-,-,-,-,-,-,+,-,-,-,-,+,-,-
I16,tʃ,-,-,-,+,0,-,+,-,-,-,-,-,-,-,+,0,-,-,+,-,+,-,-
I16,ɲ,-,-,-,+,0,0,0,-,-,-,-,-,+,+,-,-,-,-,-,-,+,+,-
I16,i,-,-,-,+,+,0,0,-,-,-,+,+,-,+,-,+,-,+,-,-,-,+,-
I16,e,-,-,-,-,+,0,0,-,-,-,+,+,-,+,-,+,-,+,-,-,-,+,-
I16,d̪,+,-,-,-,0,-,+,-,-,-,-,-,-,-,+,0,-,-,-,-,+,+,-
I16,j,-,-,-,+,0,0,0,-,-,-,-,+,-,+,-,+,-,-,-,-,-,+,-
I16,a,-,-,+,-,-,0,0,-,-,+,+,+,-,+,-,-,-,+,-,-,-,+,-
I16,v̤,+,+,-,-,0,0,-,-,+,-,-,+,-,-,-,+,-,-,+,-,+,+,-
I16,ʔ,-,-,-,-,0,0,0,-,+,+,-,-,-,+,-,0,+,-,-,-,-,-,-
I16,ɟ,-,-,-,+,0,0,0,-,-,-,-,-,-,-,-,0,-,-,-,-,+,+,-
I16,s,+,-,-,-,0,-,-,-,-,-,-,+,-,-,+,+,-,-,+,-,+,-,-
I16,w,+,+,+,+,0,0,0,-,-,-,-,+,-,+,-,+,-,-,-,-,-,+,-
I16,ɖ,-,-,-,-,0,-,-,-,-,-,-,-,-,-,+,0,-,-,-,-,+,+,-
I16,v,+,+,-,-,0,0,-,-,-,-,-,+,-,-,-,+,-,-,+,-,+,+,-
I16,t,+,-,-,-,0,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,+,-,-
I17,w,+,+,+,+,0,0,0,-,-,-,-,+,-,+,-,+,-,-,-,-,-,+,-
I17,ʃ,-,-,-,+,0,-,+,-,-,-,-,+,-,-,+,0,-,-,+,-,+,-,-
I17,n,+,-,-,-,0,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,+,+,-
I17,a,-,-,+,-,-,0,0,-,-,+,+,+,-,+,-,-,-,+,-,-,-,+,-
I17,ⁿd,+,-,-,-,0,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,+,+,-
I17,uː,-,+,+,+,+,0,0,+,-,-,+,+,-,+,-,+,-,+,-,-,-,+,+
I17,ə,-,-,+,-,-,0,0,-,-,-,+,+,-,+,-,-,-,+,-,-,-,+,-
I17,v,+,+,-,-,0,0,-,-,-,-,-,+,-,-,-,+,-,-,+,-,+,+,-
I17,i,-,-,-,+,+,0,0,-,-,-,+,+,-,+,-,+,-,+,-,-,-,+,-
I17,e,-,-,-,-,+,0,0,-,-,-,+,+,-,+,-,+,-,+,-,-,-,+,-
I17,ⁿts,+,-,-,-,0,-,-,-,-,-,-,-,+,-,+,0,-,-,+,-,+,-,-
I17,kʲ,-,-,-,+,0,0,0,-,-,-,-,-,-,-,-,0,-,-,-,-,+,-,-
I17,ⁿdʒ,-,-,-,+,0,-,+,-,-,-,-,-,+,-,+,-,-,-,+,-,+,+,-
I17,t̪,+,-,-,-,0,-,+,-,-,-,-,-,-,-,+,0,-,-,-,-,+,-,-
I17,dʒ,-,-,-,+,0,-,+,-,-,-,-,-,-,-,+,0,-,-,+,-,+,+,-
I17,eː,-,-,-,-,+,0,0,+,-,-,+,+,-,+,-,+,-,+,-,-,-,+,-
I18,t̪,+,-,-,-,0,-,+,-,-,-,-,-,-,-,+,0,-,-,-,-,+,-,-
I18,f,+,+,-,-,0,0,-,-,-,-,-,+,-,-,-,+,-,-,+,-,+,-,-
I18,χʷ,-,+,+,-,0,0,0,-,-,-,-,+,-,-,-,0,-,-,-,-,+,-,+
I18,n,+,-,-,-,0,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,+,+,-
I18,t̪ʰ,+,-,-,-,0,-,+,-,+,-,-,-,-,-,+,+,-,-,-,-,+,-,-
I18,ĩ,-,-,-,+,+,0,0,-,-,-,+,+,+,+,-,+,-,+,-,-,-,+,-
