language,label,anterior,labial,back,high,ATR,lateral,distributed,LONG,spread,low,syllabic,continuant,nasal,sonorant,coronal,tense,constr,vocalic,strident,EXTRA,consonantal,voice,round
I15,s8137845,+,+,+,+,+,-,-,-,-,+,-,+,+,-,-,-,+,+,+,-,+,-,+
I15,s8154993,+,+,+,+,+,-,-,-,+,+,-,+,+,+,+,-,+,+,+,-,-,-,+
I16,s6117792,+,-,+,+,+,-,+,-,+,-,+,+,-,-,+,+,-,+,-,-,-,-,-
I16,s6118053,+,-,+,+,+,-,+,-,+,-,+,+,-,+,-,+,-,+,-,-,+,-,+
I16,s5986209,+,-,+,+,-,+,+,-,+,-,+,-,+,+,+,+,-,+,-,-,-,-,+
I17,s4307428,+,-,-,-,-,-,+,+,-,+,+,+,-,-,+,+,+,+,-,-,+,-,-
I17,s4831462,+,-,-,+,-,-,+,+,-,+,+,+,-,-,-,+,+,+,-,-,+,+,-
I17,s1948900,-,-,+,+,+,-,+,+,-,+,+,+,+,-,-,+,+,+,-,-,+,-,-
I18,s1537270,-,-,+,-,+,+,+,-,+,+,+,-,+,-,-,+,+,+,+,-,+,+,-
I18,s2552188,-,+,-,-,+,+,-,+,+,+,+,-,-,-,+,-,+,+,+,+,+,-,-
I18,s3593390,-,+,+,-,+,+,-,+,+,-,+,-,+,-,-,+,-,+,-,+,+,+,-
I19,s315758,-,-,-,-,+,-,-,+,+,-,+,-,-,-,+,-,+,+,-,+,+,+,-
I19,s318890,-,-,-,-,+,-,-,+,+,-,+,+,+,-,+,+,-,+,-,+,-,+,-
I19,s559246,-,-,-,+,-,-,-,+,-,-,-,+,-,-,-,+,-,-,-,+,+,+,-
I20,s7826198,+,+,+,-,+,+,+,-,+,+,-,+,-,+,+,-,-,-,+,-,+,+,-
I20,s2444210,-,+,-,-,+,-,+,-,+,-,-,+,-,+,+,+,-,+,+,-,-,+,-
I20,s6769572,+,+,-,-,+,+,+,-,+,-,-,+,-,+,+,+,-,+,-,-,+,-,-
I21,s6674983,+,+,-,-,+,-,+,+,+,-,+,+,-,+,-,-,-,+,-,-,+,+,+
I21,s6683285,+,+,-,-,+,-,+,+,+,+,+,+,-,+,-,+,-,-,+,-,+,-,+
I21,s6642324,+,+,-,-,+,-,+,-,+,-,+,+,-,+,-,+,-,-,+,-,+,-,-
I22,s5507650,+,-,+,-,+,-,-,-,-,-,-,+,-,+,-,-,+,-,-,-,-,+,-
I22,s4491082,+,-,-,-,+,-,-,+,-,-,-,-,+,+,+,-,+,-,-,+,-,+,-
I22,s2130371,-,+,-,-,-,-,-,+,-,-,-,-,-,-,+,+,+,-,-,-,-,+,+
I23,s849080,-,-,-,+,+,-,-,+,+,+,+,-,+,-,-,+,-,+,+,+,-,-,-
I23,s5096604,+,-,-,+,+,-,+,+,+,-,-,-,+,-,-,+,-,-,+,+,+,-,-
I23,s554137,-,-,-,+,-,-,-,-,+,+,+,-,+,-,-,+,-,-,+,+,-,-,+
I24,s5511449,+,-,+,-,+,-,-,-,-,-,+,+,-,-,+,-,-,-,+,+,-,-,+
I24,s1464937,-,-,+,-,+,+,-,-,+,-,+,+,-,+,-,-,+,+,-,+,-,-,+
I24,s5642252,+,-,+,-,+,+,-,-,-,-,+,+,-,-,-,-,-,-,-,+,+,-,-
I25,s2070608,-,-,+,+,+,+,+,+,-,-,+,+,-,-,-,-,+,-,+,-,-,-,-
I25,s1218672,-,-,+,-,-,+,-,+,-,-,+,+,-,-,-,-,+,+,+,-,-,-,-
I25,s5283058,+,-,+,-,-,-,-,+,-,-,+,+,+,-,-,+,+,+,+,-,-,+,-
I26,s300335,-,-,-,-,+,-,-,+,-,-,+,-,+,-,+,-,-,+,-,+,+,+,+
I26,s449510,-,-,-,-,+,+,-,+,+,-,+,+,-,+,+,+,+,+,-,-,+,+,-
I26,s1349999,-,-,+,-,+,-,-,+,-,-,+,+,-,-,+,-,+,+,-,+,+,+,+
I27,s4698065,+,-,-,-,+,+,+,+,-,+,-,+,+,+,+,+,+,-,+,-,-,-,+
I27,s1568209,-,-,+,-,+,+,+,+,+,+,-,+,+,-,+,+,+,-,+,-,-,-,+
I27,s519641,-,-,-,-,+,+,+,+,+,+,-,+,+,-,+,+,+,-,+,+,-,-,+
I28,s3797891,-,+,+,+,-,-,+,+,+,+,+,-,-,+,+,+,-,-,-,-,-,+,+
I28,s3928451,-,+,+,+,-,+,+,+,+,+,+,-,-,-,+,+,-,-,-,-,-,+,+
I28,s1831810,-,-,+,+,-,+,+,+,+,+,+,-,-,+,+,+,-,-,-,-,-,+,-
I29,s1239958,-,-,+,-,-,+,-,+,+,+,-,+,-,+,+,+,-,-,+,-,+,+,-
I29,s191013,-,-,-,-,-,+,-,+,+,+,-,+,-,+,-,-,-,+,-,-,+,-,+
I29,s1500117,-,-,+,-,+,+,-,+,+,+,-,-,-,+,+,+,+,-,+,-,+,-,+
I30,s5783532,+,-,+,+,-,-,-,-,-,+,+,+,+,+,+,+,+,+,-,+,+,-,-
I30,s5782500,+,-,+,+,-,-,-,-,-,+,+,+,-,+,+,+,+,+,-,-,+,-,-
I30,s6962172,+,+,-,+,-,+,-,-,-,+,+,+,-,+,+,+,+,+,+,+,+,-,-
I31,s3787724,-,+,+,+,-,-,+,+,+,-,-,+,-,+,+,+,+,-,-,+,+,-,-
I31,s623246,-,-,-,+,-,-,+,+,-,-,-,-,-,+,-,+,-,-,-,+,+,+,-
I31,s1680332,-,-,+,+,-,-,+,+,-,+,-,-,-,+,+,+,+,-,-,+,+,-,-
I32,s784167,-,-,-,+,-,+,+,+,+,+,+,-,+,+,+,-,-,+,-,-,+,+,+
I32,s50999,-,-,-,-,-,-,-,+,+,-,-,-,+,+,+,-,-,+,+,-,+,+,+
I32,s619959,-,-,-,+,-,-,+,-,+,+,+,-,+,-,+,+,-,+,+,-,+,+,+
I33,s5203018,+,-,-,+,+,+,+,-,+,+,-,-,+,-,-,-,+,-,-,+,-,+,-
I33,s7431385,+,+,+,-,-,-,+,-,+,+,-,-,+,-,-,+,+,-,+,+,-,-,+
I33,s4154504,-,+,+,+,+,+,+,-,+,+,-,-,+,-,-,+,-,-,-,+,-,-,-
I34,s1691202,-,-,+,+,-,-,+,+,+,-,-,+,+,+,-,-,+,-,-,-,-,+,-
I34,s2369090,-,+,-,-,+,-,-,-,-,+,-,-,+,+,-,-,+,-,-,-,-,+,-
I34,s1950787,-,-,+,+,+,-,+,+,+,-,-,-,+,-,-,-,+,-,-,-,-,+,+
I35,s7574672,+,+,+,-,-,+,+,+,-,-,+,-,+,-,-,+,-,-,+,-,-,-,-
I35,s7049624,+,+,-,+,-,+,+,+,-,-,+,-,-,-,+,+,-,-,+,+,-,-,-
I35,s6410899,+,+,-,-,-,-,+,+,+,-,+,-,-,+,-,+,-,-,+,-,-,+,+
I36,s1077956,-,-,+,-,-,-,-,-,+,+,+,-,-,+,-,+,+,-,-,-,+,-,-
I36,s1399680,-,-,+,-,+,-,+,-,+,-,+,+,-,+,+,+,-,-,-,-,-,-,-
I36,s1405940,-,-,+,-,+,-,+,-,+,+,+,-,-,+,+,+,+,+,+,-,+,-,-
I37,s8244886,+,+,+,+,+,-,+,+,+,-,-,+,+,+,-,+,-,-,+,-,+,+,-
I37,s8188566,+,+,+,+,+,-,-,+,+,+,+,-,-,+,-,+,-,-,+,-,+,+,-
I37,s6155926,+,-,+,+,+,-,+,+,+,+,-,+,+,+,-,+,-,-,+,-,+,+,-
I38,s7887368,+,+,+,+,-,-,-,-,+,-,+,+,-,+,-,-,-,-,-,+,-,-,-
I38,s6298432,+,+,-,-,-,-,-,-,-,-,+,+,-,+,+,-,+,-,-,-,-,-,-
I38,s7424512,+,+,+,-,-,-,+,-,+,-,-,+,-,+,-,-,-,-,-,-,-,-,-
I39,s7473164,+,+,+,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,+,+,-,-
I39,s6569998,+,+,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,+,+,-
I39,s8270860,+,+,+,+,+,+,-,-,-,+,+,-,+,-,-,-,-,-,-,+,+,-,-
I40,s5079529,+,-,-,+,+,-,+,+,-,-,-,-,-,-,+,+,+,+,-,+,-,-,+
I40,s4819401,+,-,-,+,-,-,+,+,-,-,-,+,-,-,+,+,+,-,-,+,-,-,+
I40,s5883371,+,-,+,+,-,-,+,+,+,-,-,-,+,-,+,+,+,+,-,+,-,+,+
I41,s7024207,+,+,-,+,-,+,+,-,-,+,-,+,+,+,-,-,+,-,-,+,+,+,+
I41,s2822089,-,+,-,+,-,+,+,-,-,-,-,+,+,+,+,+,+,-,-,+,-,-,+
I41,s1773133,-,-,+,+,-,+,+,-,-,-,-,+,+,+,-,-,+,-,-,+,+,-,+
I41,s2834159,-,+,-,+,-,+,+,-,-,+,+,+,+,+,-,+,+,+,-,+,+,+,+
I42,s6383545,+,+,-,-,-,-,+,-,+,+,-,-,+,+,+,+,-,+,+,+,-,-,+
I42,s71097,-,-,-,-,-,-,+,-,-,-,+,-,+,-,+,+,-,+,+,+,-,-,+
I42,s4261089,+,-,-,-,-,-,+,-,-,-,-,-,+,-,-,+,+,+,-,-,-,-,+
I42,s217289,-,-,-,-,-,+,+,-,+,-,+,-,-,-,-,+,+,-,-,+,-,-,+
I43,s7351271,+,+,+,-,-,-,-,-,-,+,-,+,-,+,+,+,+,+,-,-,+,+,+
I43,s3155949,-,+,+,-,-,-,-,-,-,+,-,-,+,+,+,+,+,+,-,+,+,-,+
I43,s7356391,+,+,+,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,-,-,+,+,+
I43,s3293125,-,+,+,-,-,+,-,-,-,+,+,+,+,+,+,+,+,-,-,-,+,-,+
I44,s6849656,+,+,-,+,-,-,-,+,-,-,-,-,+,-,-,-,+,+,+,+,-,-,-
I44,s4469792,+,-,-,-,+,-,-,-,-,+,+,-,+,-,-,-,-,+,-,-,-,-,-
I44,s5276704,+,-,+,-,-,-,-,+,-,-,-,-,+,-,-,-,-,+,-,-,-,-,-
I44,s5514340,+,-,+,-,+,-,-,-,-,+,-,-,+,-,-,-,+,+,-,-,+,-,-
I45,s2837228,-,+,-,+,-,+,+,-,+,-,-,+,-,+,-,+,+,+,-,+,+,-,-
I45,s3883744,-,+,+,+,-,+,+,-,+,-,-,-,-,+,-,+,+,+,-,-,-,-,-
I45,s2837060,-,+,-,+,-,+,+,-,+,-,-,+,-,+,-,-,+,-,-,-,+,-,-
I45,s6892138,+,+,-,+,-,-,+,-,-,+,-,+,-,+,-,-,+,+,-,+,-,+,-
I46,s1756780,-,-,+,+,-,+,-,+,+,-,-,+,+,+,-,-,+,+,-,+,+,-,-
I46,s1986158,-,-,+,+,+,+,-,-,+,-,-,+,+,+,-,-,+,+,-,+,+,+,-
I46,s773748,-,-,-,+,-,+,+,+,+,-,-,+,+,+,-,-,+,+,+,-,+,-,-
I46,s3827317,-,+,+,+,-,+,-,-,+,+,-,-,+,+,-,-,+,+,+,-,+,-,+
I47,s2073841,-,-,+,+,+,+,+,+,-,+,-,-,+,-,-,+,+,+,+,-,-,-,+
I47,s1542376,-,-,+,-,+,+,+,+,-,-,-,+,-,-,-,+,+,+,-,+,-,-,-
I47,s1220836,-,-,+,-,-,+,-,+,-,+,-,-,-,-,-,+,+,+,-,-,+,-,-
I47,s1278196,-,-,+,-,-,+,+,+,-,-,-,-,-,-,-,+,+,+,+,-,+,-,-
I48,s7336087,+,+,-,+,+,+,+,+,+,+,+,-,-,-,-,+,-,-,+,-,+,+,+
I48,s7205023,+,+,-,+,+,-,+,+,+,+,+,-,-,-,-,+,-,-,+,+,+,+,+
I48,s3068575,-,+,-,+,+,+,-,+,+,-,+,-,-,+,-,+,-,-,+,+,+,+,+
I48,s7270551,+,+,-,+,+,+,-,+,+,+,+,-,-,-,-,+,-,-,+,-,+,+,+
I49,s6349097,+,+,-,-,-,-,-,+,+,+,-,-,-,-,+,-,-,+,-,+,-,-,+
I49,s6938985,+,+,-,+,-,-,+,+,+,+,-,-,-,-,+,-,+,+,-,+,-,-,+
I49,s7008329,+,+,-,+,-,+,-,+,+,+,+,-,-,-,-,-,+,-,-,+,-,-,+
I49,s7004265,+,+,-,+,-,+,-,+,+,+,-,-,-,-,-,-,+,+,-,+,-,-,+
I50,s6259957,+,-,+,+,+,+,+,+,-,-,-,-,+,-,-,+,+,+,+,-,+,-,+
I50,s6206711,+,-,+,+,+,+,-,+,-,+,+,-,+,-,-,+,+,+,+,-,+,+,+
I50,s6198326,+,-,+,+,+,+,-,+,-,-,+,-,+,-,-,-,-,+,+,-,+,+,-
I50,s6202613,+,-,+,+,+,+,-,+,-,+,-,-,+,-,-,+,+,+,+,-,+,-,+
I51,s6620090,+,+,-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,+,+,+,-,+,-
I51,s6890410,+,+,-,+,-,-,+,-,-,+,-,-,-,+,+,+,-,+,-,+,-,+,-
I51,s7300026,+,+,-,+,+,+,+,-,+,+,-,-,-,+,+,+,-,+,+,+,-,+,-
I51,s6383534,+,+,-,-,-,-,+,-,+,+,-,-,+,+,+,+,-,+,-,+,+,+,-
I52,s4010122,-,+,+,+,+,-,+,-,-,+,+,-,-,-,-,+,-,-,-,+,-,+,-
I52,s1978442,-,-,+,+,+,+,-,-,-,+,+,-,-,-,-,-,+,-,-,+,-,+,-
I52,s3975242,-,+,+,+,+,-,-,+,-,+,-,+,-,-,-,-,+,-,-,+,-,+,-
I52,s1940706,-,-,+,+,+,-,+,+,-,-,+,+,+,-,-,+,+,+,-,-,-,+,-
I53,s1284686,-,-,+,-,-,+,+,+,-,-,+,+,-,+,-,-,+,-,-,+,+,+,-
I53,s1251914,-,-,+,-,-,+,+,-,-,-,+,+,-,+,-,-,+,-,-,+,-,+,-
I53,s5446218,+,-,+,-,-,+,+,-,-,-,+,+,-,+,-,-,+,-,-,+,-,+,-
I53,s4624970,+,-,-,-,+,+,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,+,-
I53,s1513546,-,-,+,-,+,+,+,-,-,-,+,+,-,-,-,-,+,-,-,+,-,+,-
I54,s279000,-,-,-,-,+,-,-,-,+,-,-,-,-,-,+,+,+,-,+,+,-,-,-
I54,s2532314,-,+,-,-,+,+,-,+,-,+,-,-,-,+,+,+,+,-,+,+,-,+,-
I54,s4465106,+,-,-,-,+,-,-,-,-,+,-,-,-,-,+,+,+,-,+,-,-,+,-
I54,s205274,-,-,-,-,-,+,+,-,-,+,-,-,-,-,+,+,+,-,+,+,-,+,-
I54,s796626,-,-,-,+,+,-,-,-,-,+,-,-,+,+,+,+,+,-,+,-,-,+,-
I55,s6437126,+,+,-,-,-,+,-,-,-,+,+,+,-,-,+,-,-,-,-,-,+,+,-
I55,s7879702,+,+,+,+,-,-,-,-,-,+,+,+,+,-,-,-,-,-,+,-,+,+,-
I55,s8018950,+,+,+,+,-,+,-,-,+,-,+,+,+,-,-,-,-,-,-,-,+,+,-
I55,s7878914,+,+,+,+,-,-,-,-,-,+,+,+,-,-,+,-,-,-,-,-,-,+,-
I55,s7871510,+,+,+,+,-,-,-,-,-,-,+,+,+,-,-,-,-,-,+,-,+,+,-
I56,s2153792,-,+,-,-,-,-,-,+,+,-,+,+,+,-,+,-,+,-,-,-,-,-,-
I56,s2628988,-,+,-,+,-,-,-,-,-,-,+,+,+,-,+,-,+,+,+,+,+,-,-
I56,s2905144,-,+,-,+,+,-,-,-,+,-,+,-,+,-,-,-,-,+,+,+,-,-,-
I56,s7165280,+,+,-,+,+,-,+,-,+,-,+,-,+,-,+,-,+,+,-,-,-,-,-
I56,s2905440,-,+,-,+,+,-,-,-,+,-,+,-,+,-,+,-,+,+,-,-,-,-,-
I57,s3788157,-,+,+,+,-,-,+,+,+,-,-,+,+,-,+,-,+,+,+,+,+,-,+
I57,s7077037,+,+,-,+,-,+,+,+,+,+,+,+,+,-,-,+,-,+,-,+,+,-,+
I57,s3993448,-,+,+,+,+,-,-,+,+,+,-,+,+,+,+,-,+,+,-,+,-,-,-
I57,s3968033,-,+,+,+,+,-,-,+,-,-,-,+,+,-,-,-,-,+,-,-,-,-,+
I57,s7315241,+,+,-,+,+,+,+,+,-,-,+,+,+,+,+,-,-,+,-,+,-,-,+
I58,s6098021,+,-,+,+,+,-,+,-,-,-,-,+,+,-,-,-,+,+,-,-,+,-,+
I58,s6032491,+,-,+,+,+,-,-,-,-,-,-,+,+,-,-,-,+,+,-,+,-,+,+
I58,s6118757,+,-,+,+,+,-,+,-,+,-,+,+,+,-,+,-,+,+,-,-,+,-,+
I58,s6098295,+,-,+,+,+,-,+,-,-,-,-,+,+,-,+,-,+,+,+,-,+,+,+
I58,s5577767,+,-,+,-,+,-,+,-,-,-,+,+,+,-,-,-,-,+,-,-,+,+,+
I59,s8043262,+,+,+,+,-,+,-,+,-,+,+,+,-,+,-,+,+,+,+,+,+,+,-
I59,s5004276,+,-,-,+,+,-,-,-,+,-,+,+,-,+,+,+,+,+,+,-,+,-,-
I59,s6960126,+,+,-,+,-,+,-,-,-,+,+,-,-,+,+,+,+,+,+,+,+,+,-
I59,s6962152,+,+,-,+,-,+,-,-,-,+,+,+,-,+,+,+,+,+,-,+,-,-,-
I59,s4791278,+,-,-,+,-,-,+,-,-,-,+,+,-,+,+,+,+,+,-,+,+,+,-
I60,s220232,-,-,-,-,-,+,+,-,+,-,+,+,+,-,-,-,+,-,-,+,-,-,-
I60,s218446,-,-,-,-,-,+,+,-,+,-,+,-,+,-,+,-,+,-,-,+,+,+,-
I60,s152654,-,-,-,-,-,+,-,-,+,-,+,-,+,-,-,-,+,-,-,+,+,+,-
I60,s226634,-,-,-,-,-,+,+,-,+,+,+,-,+,-,+,-,+,-,-,+,-,+,-
I60,s222279,-,-,-,-,-,+,+,-,+,+,-,-,+,-,-,-,+,-,-,-,+,+,+
I61,s4465068,+,-,-,-,+,-,-,-,-,+,-,-,-,-,+,+,-,+,-,+,+,-,-
I61,s5290276,+,-,+,-,-,-,-,+,-,+,+,+,-,-,+,-,-,+,-,-,+,-,-
I61,s7353614,+,+,+,-,-,-,-,-,-,+,+,-,+,-,+,-,-,-,-,+,+,+,-
I61,s4206860,+,-,-,-,-,-,-,-,-,+,+,-,-,-,+,-,-,-,-,+,+,-,-
I61,s7348488,+,+,+,-,-,-,-,-,-,+,-,-,-,-,+,-,-,-,-,+,-,-,-
I62,s550258,-,-,-,+,-,-,-,-,+,+,-,-,+,-,+,-,+,+,+,-,-,+,-
I62,s3149090,-,+,+,-,-,-,-,-,-,-,-,+,+,-,+,-,-,+,-,-,-,+,-
I62,s3112240,-,+,-,+,+,+,+,-,+,+,+,+,+,-,+,-,-,+,+,-,-,-,-
I62,s7026993,+,+,-,+,-,+,+,-,-,+,+,+,-,-,+,-,-,+,+,-,-,-,+
I62,s4025776,-,+,+,+,+,-,+,-,+,+,-,+,+,-,+,+,-,+,+,-,-,-,-
I63,s3298476,-,+,+,-,-,+,-,-,+,-,+,-,+,-,-,+,-,+,-,+,+,-,-
I63,s3396772,-,+,+,-,-,+,+,+,+,-,+,-,+,-,-,+,-,+,-,-,+,-,-
I63,s3298477,-,+,+,-,-,+,-,-,+,-,+,-,+,-,-,+,-,+,-,+,+,-,+
I63,s3857580,-,+,+,+,-,+,-,+,+,-,+,+,+,-,-,+,-,+,-,+,+,-,-
I63,s3366052,-,+,+,-,-,+,+,-,+,-,+,+,+,-,-,+,-,+,-,-,+,-,-
I64,s4715993,+,-,-,-,+,+,+,+,+,+,+,-,+,-,+,+,+,-,+,+,-,-,+
I64,s4285889,+,-,-,-,-,-,+,-,+,+,-,-,+,-,+,+,+,-,-,-,-,-,+
I64,s487753,-,-,-,-,+,+,+,-,+,+,+,-,-,-,+,-,+,-,-,+,-,-,+
I64,s6517097,+,+,-,-,-,+,+,-,+,+,+,-,-,-,+,-,+,+,-,+,-,-,+
I64,s6518073,+,+,-,-,-,+,+,-,+,+,+,-,+,-,+,-,-,+,+,+,-,-,+
I65,s3333194,-,+,+,-,-,+,-,+,+,-,+,+,+,-,-,-,+,-,-,+,-,+,-
I65,s1152266,-,-,+,-,-,-,+,+,-,-,+,-,+,-,+,-,-,-,-,+,-,+,-
I65,s3200270,-,+,+,-,-,-,-,+,+,-,+,-,+,-,+,-,-,-,-,+,+,+,-
I65,s1103170,-,-,+,-,-,-,-,+,+,-,+,-,+,-,+,-,+,-,-,-,-,+,-
I65,s1365059,-,-,+,-,+,-,-,+,+,-,+,-,+,-,-,-,+,-,-,-,-,+,+
I66,s3708307,-,+,+,+,-,-,-,+,-,-,+,-,+,-,+,+,-,-,+,-,-,+,+
I66,s6993234,+,+,-,+,-,+,-,+,-,+,+,-,+,-,+,-,+,-,+,-,-,+,-
I66,s3839443,-,+,+,+,-,+,-,+,-,-,+,-,+,-,+,+,+,-,+,-,-,+,+
I66,s6854002,+,+,-,+,-,-,-,+,-,-,+,-,+,-,+,-,+,+,+,-,-,+,-
I66,s3315154,-,+,+,-,-,+,-,+,-,-,+,-,+,-,+,+,+,-,+,-,-,+,-
I67,s44040,-,-,-,-,-,-,-,+,-,+,-,+,+,-,-,-,-,-,-,+,-,-,-
I67,s2909210,-,+,-,+,+,-,-,-,+,+,-,-,+,-,-,-,-,-,+,+,-,+,-
I67,s2401562,-,+,-,-,+,-,-,+,-,+,-,-,+,-,+,-,-,-,+,+,-,+,-
I67,s1436936,-,-,+,-,+,-,+,+,+,+,-,+,+,-,+,-,-,-,-,+,-,-,-
I67,s2993738,-,+,-,+,+,-,+,+,-,+,-,+,+,+,-,-,+,-,-,+,-,+,-
I68,s1159234,-,-,+,-,-,-,+,+,-,+,+,-,-,-,-,-,+,-,-,-,-,+,-
I68,s1142866,-,-,+,-,-,-,+,-,+,+,+,-,-,-,-,-,+,-,+,-,-,+,-
I68,s103746,-,-,-,-,-,-,+,+,-,-,+,-,+,-,+,-,+,-,-,-,-,+,-
I68,s3274050,-,+,+,-,-,-,+,+,+,+,+,-,+,-,+,-,+,-,-,-,-,+,-
I68,s119106,-,-,-,-,-,-,+,+,+,-,+,-,-,-,+,-,+,-,-,-,-,+,-
I69,s5152362,+,-,-,+,+,+,-,+,-,-,+,+,+,+,-,-,+,+,-,+,-,+,-
I69,s7244330,+,+,-,+,+,+,-,+,-,-,-,+,-,+,-,-,-,+,-,+,-,+,-
I69,s8378923,+,+,+,+,+,+,+,+,+,-,+,+,-,+,-,-,-,+,-,+,-,+,+
I69,s4037178,-,+,+,+,+,-,+,+,-,-,+,+,-,+,-,-,-,+,+,+,-,+,-
I69,s8160362,+,+,+,+,+,-,-,+,-,-,-,-,+,-,-,-,+,+,-,+,-,+,-
I70,s5029631,+,-,-,+,+,-,-,+,-,+,+,+,+,+,-,+,+,+,+,+,+,+,+
I70,s4601471,+,-,-,-,+,+,-,-,-,+,+,-,+,+,-,-,+,+,+,+,+,+,+
I70,s5143679,+,-,-,+,+,+,-,-,+,+,+,+,+,-,-,-,+,+,+,+,+,+,+
I70,s4882047,+,-,-,+,-,+,-,-,+,+,+,+,+,+,-,-,+,+,+,+,+,+,+
I70,s875647,-,-,-,+,+,-,+,-,+,-,+,+,+,-,-,-,+,+,+,+,+,+,+
