language,label,anterior,labial,back,high,ATR,lateral,distributed,LONG,spread,low,syllabic,continuant,nasal,sonorant,coronal,tense,constr,vocalic,strident,EXTRA,consonantal,voice,round
I19,s1320398,-,-,+,-,+,-,-,-,-,+,-,-,+,-,+,+,+,-,-,+,+,+,-
I20,s956456,-,-,-,+,+,+,-,+,-,-,+,+,-,-,-,-,-,+,-,+,-,-,-
I20,s2316400,-,+,-,-,-,+,+,-,+,-,+,+,-,-,-,-,+,+,+,-,-,-,-
I20,s6896168,+,+,-,+,-,-,+,-,-,+,+,+,-,+,-,-,-,+,-,+,-,-,-
I21,s8318279,+,+,+,+,+,+,-,+,+,+,-,+,+,-,+,-,+,-,-,-,+,+,+
I21,s6056964,+,-,+,+,+,-,-,-,+,+,-,+,+,-,-,-,-,-,-,-,+,-,-
I21,s6224965,+,-,+,+,+,+,-,+,+,+,+,+,+,-,-,-,+,-,-,-,+,-,+
I22,s6963734,+,+,-,+,-,+,-,-,+,-,-,-,-,+,-,-,-,-,+,-,+,+,-
I22,s8044687,+,+,+,+,-,+,-,+,+,-,-,-,-,-,-,+,-,-,-,+,+,+,+
I22,s7913992,+,+,+,+,-,-,-,+,+,-,-,-,-,+,-,-,-,-,-,+,-,-,-
I22,s6832954,+,+,-,+,-,-,-,-,+,-,-,-,-,+,+,-,-,+,+,+,-,+,-
I23,s2396375,-,+,-,-,+,-,-,+,-,-,+,-,-,-,-,+,+,-,+,-,+,+,+
I23,s3971293,-,+,+,+,+,-,-,+,-,-,+,+,-,-,-,+,+,-,+,+,+,-,+
I23,s850132,-,-,-,+,+,-,-,+,+,+,+,+,-,-,-,+,+,-,+,-,+,-,-
I23,s3185885,-,+,+,-,-,-,-,+,-,-,+,+,+,-,-,+,+,-,+,+,+,-,+
I24,s7498851,+,+,+,-,-,+,-,-,+,+,-,+,+,-,-,-,+,+,-,-,-,+,+
I24,s6710734,+,+,-,-,+,+,-,-,+,+,-,-,+,-,+,+,+,-,-,+,+,+,-
I24,s1238219,-,-,+,-,-,+,-,+,+,+,-,-,+,-,-,+,+,-,-,+,-,+,+
I24,s7365699,+,+,+,-,-,-,-,-,+,+,-,-,+,-,-,-,+,-,-,-,-,+,+
I25,s7309425,+,+,-,+,+,+,+,+,-,-,-,+,-,-,-,-,+,+,+,-,-,-,+
I25,s7053380,+,+,-,+,-,+,+,+,-,+,-,-,-,-,-,-,+,-,-,-,+,-,-
I25,s5236209,+,-,-,+,+,+,+,+,+,+,-,-,+,-,+,+,+,+,+,-,-,-,+
I25,s692545,-,-,-,+,-,+,-,+,-,-,+,-,-,-,+,-,+,-,-,-,-,-,+
I26,s174562,-,-,-,-,-,+,-,+,-,+,-,+,-,-,+,+,+,+,-,-,-,+,-
I26,s74238,-,-,-,-,-,-,+,-,-,+,-,-,-,-,+,+,+,+,+,+,+,+,-
I26,s5512174,+,-,+,-,+,-,-,-,-,-,+,+,-,+,+,+,+,+,-,+,+,+,-
I26,s5313718,+,-,+,-,-,-,+,-,-,-,+,-,+,-,-,+,-,+,+,-,+,+,-
I27,s5841595,+,-,+,+,-,-,+,-,-,+,-,-,-,+,-,+,-,+,+,+,-,+,+
I27,s8220139,+,+,+,+,+,-,+,-,+,+,-,+,+,-,+,+,+,+,-,+,-,+,+
I27,s5843866,+,-,+,+,-,-,+,-,-,+,-,+,-,+,+,+,-,-,+,+,-,+,-
I27,s4661651,+,-,-,-,+,+,+,-,-,+,-,-,-,-,+,+,-,-,+,-,-,+,+
I28,s7084231,+,+,-,+,+,-,-,-,-,-,+,+,-,-,-,+,+,-,-,-,+,+,+
I28,s6845143,+,+,-,+,-,-,-,-,+,+,+,-,-,+,-,+,+,-,+,-,+,+,+
I28,s2144947,-,+,-,-,-,-,-,+,-,+,+,+,-,+,-,+,-,+,+,-,-,+,+
I28,s2113350,-,+,-,-,-,-,-,-,-,+,+,+,+,+,+,-,+,-,-,-,+,+,-
I29,s6043135,+,-,+,+,+,-,-,-,-,+,+,-,+,-,+,+,+,+,+,+,+,+,+
I29,s8157994,+,+,+,+,+,-,-,-,+,+,+,+,-,+,+,-,-,+,-,+,-,+,-
I29,s8278495,+,+,+,+,+,+,-,-,+,-,+,-,-,-,+,+,+,-,+,+,+,+,+
I29,s8173999,+,+,+,+,+,-,-,+,-,+,+,+,-,-,+,+,-,+,-,+,+,+,+
I30,s2549077,-,+,-,-,+,+,-,+,+,+,-,-,+,-,+,-,+,-,+,-,+,-,+
I30,s3040658,-,+,-,+,+,+,-,-,+,+,-,-,+,-,+,+,-,-,+,-,-,+,-
I30,s6963672,+,+,-,+,-,+,-,-,+,-,-,-,-,-,+,+,+,-,+,+,-,-,-
I30,s2418001,-,+,-,-,+,-,-,+,+,+,-,-,+,-,+,-,+,-,+,-,-,-,+
I31,s8375438,+,+,+,+,+,+,+,+,+,-,-,+,+,-,-,+,-,-,-,+,+,+,-
I31,s5278314,+,-,+,-,-,-,-,+,-,-,-,+,-,+,-,-,+,+,-,+,-,+,-
I31,s8162732,+,+,+,+,+,-,-,+,-,-,-,+,+,-,+,+,-,+,-,+,+,-,-
I31,s1214638,-,-,+,-,-,+,-,+,-,-,-,+,-,-,-,+,-,+,-,+,+,+,-
I32,s5305201,+,-,+,-,-,-,-,+,+,+,+,-,-,+,+,-,+,+,+,-,-,-,+
I32,s6349409,+,+,-,-,-,-,-,+,+,+,-,-,-,+,-,-,+,+,-,-,-,-,+
I32,s6603641,+,+,-,-,+,-,-,+,+,-,-,-,-,+,+,-,+,+,+,+,-,-,+
I32,s7402445,+,+,+,-,-,-,-,+,+,+,+,-,-,+,+,+,+,-,-,+,+,-,+
I33,s8005574,+,+,+,+,-,+,-,-,-,+,-,-,+,+,+,+,+,-,-,-,+,+,-
I33,s4141011,-,+,+,+,+,+,+,-,-,+,-,+,+,+,+,+,+,-,+,-,-,+,+
I33,s4077395,-,+,+,+,+,+,-,-,-,+,+,-,+,+,+,-,+,-,+,-,-,+,+
I33,s6006486,+,-,+,+,-,+,+,+,-,+,-,-,+,+,-,+,+,-,+,-,+,+,-
I34,s4084368,-,+,+,+,+,+,-,-,+,-,+,-,-,+,-,+,-,-,+,-,-,-,-
I34,s4149949,-,+,+,+,+,+,+,-,+,-,+,-,-,+,-,+,-,+,+,+,+,-,+
I34,s479760,-,-,-,-,+,+,+,-,+,-,+,-,-,+,-,-,-,-,+,-,-,-,-
I34,s406172,-,-,-,-,+,+,-,-,-,+,+,-,-,+,-,+,-,-,+,+,+,-,-
I35,s3277622,-,+,+,-,-,+,-,-,-,-,-,-,-,+,+,-,-,+,+,-,+,+,-
I35,s2284826,-,+,-,-,-,+,-,+,+,-,+,+,+,-,+,-,-,-,+,+,-,+,-
I35,s4640575,+,-,-,-,+,+,-,+,+,-,-,+,+,+,+,-,-,+,+,+,+,+,+
I35,s1219348,-,-,+,-,-,+,-,+,-,-,+,+,-,+,+,-,-,-,+,-,+,-,-
I36,s8315919,+,+,+,+,+,+,-,+,+,+,-,-,+,-,-,-,-,-,-,+,+,+,+
I36,s8056975,+,+,+,+,-,+,-,+,+,+,+,-,-,-,-,+,-,-,-,+,+,+,+
I36,s6377735,+,+,-,-,-,-,+,-,+,-,+,-,-,-,+,-,-,-,-,-,+,+,+
I36,s5260495,+,-,+,-,-,-,-,-,+,-,-,-,+,-,-,+,+,-,-,+,+,+,+
I37,s6084090,+,-,+,+,+,-,-,+,+,-,+,-,+,-,+,+,+,+,+,+,-,+,-
I37,s1524726,-,-,+,-,+,+,+,-,+,-,-,-,-,+,+,+,+,+,+,-,+,+,-
I37,s3593719,-,+,+,-,+,+,-,+,+,-,+,-,+,-,+,+,+,+,+,-,+,+,+
I37,s6028027,+,-,+,+,-,+,+,+,+,+,+,+,-,+,-,+,+,+,+,+,-,+,+
I38,s4799394,+,-,-,+,-,-,+,-,-,+,+,+,-,+,+,+,-,+,-,-,-,+,-
I38,s5074355,+,-,-,+,+,-,+,-,+,+,-,+,+,-,+,+,-,+,+,-,-,+,+
I38,s6143856,+,-,+,+,+,-,+,+,-,+,+,+,+,+,+,-,+,+,+,-,-,-,-
I38,s4796464,+,-,-,+,-,-,+,-,-,+,+,-,-,-,-,-,-,+,+,-,-,-,-
I39,s270139,-,-,-,-,+,-,-,-,-,-,+,+,+,+,+,-,-,+,+,+,-,+,+
I39,s4329387,+,-,-,-,-,+,-,-,-,-,-,+,+,+,+,+,-,+,-,+,-,+,+
I39,s413471,-,-,-,-,+,+,-,-,+,-,-,+,+,+,+,-,-,-,+,+,+,+,+
I39,s4235151,+,-,-,-,-,-,-,+,-,-,+,+,+,+,+,+,-,-,-,+,+,+,+
I40,s2752677,-,+,-,+,-,+,-,-,-,-,-,-,-,-,-,+,-,+,-,-,+,-,+
I40,s2906277,-,+,-,+,+,-,-,-,+,-,+,+,-,-,-,+,-,+,-,-,+,-,+
I40,s6904717,+,+,-,+,-,-,+,-,+,-,+,+,-,+,+,+,-,-,-,+,+,-,+
I40,s6819988,+,+,-,+,-,-,-,-,-,-,+,-,-,-,-,+,-,-,+,-,+,-,-
I41,s541984,-,-,-,+,-,-,-,-,+,-,-,-,+,-,+,-,-,+,-,-,-,-,-
I41,s3186202,-,+,+,-,-,-,-,+,-,-,+,+,+,+,-,-,-,-,+,+,-,+,-
I41,s1086514,-,-,+,-,-,-,-,+,-,-,+,-,+,-,-,-,-,+,+,-,-,+,-
I41,s793695,-,-,-,+,+,-,-,-,-,-,+,+,+,-,-,-,+,-,+,+,+,+,+
I42,s6495154,+,+,-,-,-,+,+,-,-,-,+,+,-,+,+,+,-,+,+,-,-,+,-
I42,s2319287,-,+,-,-,-,+,+,-,+,+,-,-,-,+,+,+,-,+,+,-,+,+,+
I42,s2562483,-,+,-,-,+,+,+,-,-,-,+,+,-,-,+,+,-,+,+,-,-,+,+
I42,s4668350,+,-,-,-,+,+,+,-,-,+,+,+,-,+,+,+,-,+,+,+,+,+,-
I43,s7824703,+,+,+,-,+,+,+,-,+,+,-,-,+,-,+,-,-,+,+,+,+,+,+
I43,s5754449,+,-,+,-,+,+,+,+,+,-,-,+,+,+,-,-,+,-,+,-,-,-,+
I43,s7888982,+,+,+,+,-,-,-,-,+,+,-,-,-,-,-,-,+,-,+,-,+,+,-
I43,s6351989,+,+,-,-,-,-,-,+,+,+,-,+,+,-,-,-,+,+,+,-,+,-,+
I44,s5868726,+,-,+,+,-,-,+,+,-,-,-,+,+,-,-,+,-,+,+,-,+,+,-
I44,s7507247,+,+,+,-,-,+,-,+,-,-,-,+,+,-,+,-,-,+,-,+,+,+,+
I44,s7768095,+,+,+,-,+,+,-,+,-,-,-,+,-,-,-,-,-,-,+,+,+,+,+
I44,s5604658,+,-,+,-,+,-,+,+,-,-,-,-,+,-,+,-,-,+,+,-,-,+,-
I45,s7627964,+,+,+,-,+,-,-,-,+,+,-,-,+,-,-,+,-,+,+,+,+,-,-
I45,s7722116,+,+,+,-,+,-,+,+,+,-,+,-,+,-,-,+,-,-,-,-,+,-,-
I45,s7746238,+,+,+,-,+,+,-,-,-,+,+,-,-,+,-,+,-,+,+,+,+,+,-
I45,s5727783,+,-,+,-,+,+,+,-,+,+,-,-,+,+,-,-,-,+,-,-,+,+,+
I46,s7770366,+,+,+,-,+,+,-,+,-,-,+,-,-,-,-,+,+,+,+,+,+,+,-
I46,s6726590,+,+,-,-,+,+,-,+,-,+,-,-,-,+,+,+,-,+,+,+,+,+,-
I46,s4460734,+,-,-,-,+,-,-,-,-,-,+,-,-,-,-,+,-,+,+,+,+,+,-
I46,s1348574,-,-,+,-,+,-,-,+,-,-,+,-,-,+,+,+,+,-,+,+,+,+,-
I47,s7459983,+,+,+,-,-,-,+,+,+,-,+,-,+,-,-,+,-,-,-,+,+,+,+
I47,s6550671,+,+,-,-,-,+,+,+,+,+,+,-,+,-,-,+,-,-,-,+,+,+,+
I47,s7894415,+,+,+,+,-,-,-,-,+,+,+,-,+,-,+,+,-,-,-,+,+,+,+
I47,s2315658,-,+,-,-,-,+,+,-,+,-,+,-,+,-,+,+,-,-,-,+,-,+,-
I48,s76748,-,-,-,-,-,-,+,-,-,+,-,+,-,+,+,+,+,-,-,+,+,-,-
I48,s591316,-,-,-,+,-,-,+,-,-,-,-,-,+,-,+,+,+,-,+,-,+,-,-
I48,s7679260,+,+,+,-,+,-,+,-,-,+,-,+,+,-,+,-,-,-,+,+,+,-,-
I48,s1384924,-,-,+,-,+,-,+,-,-,+,-,-,-,-,+,+,+,-,+,+,+,-,-
I49,s4635195,+,-,-,-,+,+,-,+,-,+,+,+,-,+,-,-,-,+,+,+,-,+,+
I49,s5478621,+,-,+,-,-,+,+,+,-,-,+,+,-,-,-,+,+,-,+,+,+,-,+
I49,s7977700,+,+,+,+,-,-,+,+,-,+,+,+,-,+,-,+,+,+,-,-,+,-,-
I49,s6211724,+,-,+,+,+,+,-,+,+,-,-,+,-,-,-,+,-,-,-,+,+,-,-
I50,s2200831,-,+,-,-,-,-,+,+,-,-,+,-,+,-,-,+,+,+,+,+,+,+,+
I50,s6555063,+,+,-,-,+,-,-,-,-,-,-,-,+,-,+,+,-,+,+,-,+,+,+
I50,s3640485,-,+,+,-,+,+,+,+,-,-,-,+,+,-,-,+,-,+,-,-,+,-,+
I50,s315253,-,-,-,-,+,-,-,+,+,-,-,+,+,+,+,-,+,+,+,-,+,-,+
I51,s2943643,-,+,-,+,+,-,-,+,+,+,-,+,-,+,-,+,-,-,+,+,-,+,+
I51,s3921107,-,+,+,+,-,+,+,+,+,-,+,-,+,-,-,+,+,-,+,-,-,+,+
I51,s4053532,-,+,+,+,+,-,+,+,+,-,+,+,-,+,-,-,-,-,+,+,+,-,-
I51,s2386634,-,+,-,-,+,-,-,-,+,+,-,+,-,+,-,+,+,-,-,+,-,+,-
I52,s1114614,-,-,+,-,-,-,+,-,-,-,-,-,-,-,+,+,+,+,+,-,+,+,-
I52,s265573,-,-,-,-,+,-,-,-,-,-,-,+,+,-,+,-,+,+,-,-,+,-,+
I52,s1552726,-,-,+,-,+,+,+,+,-,+,+,-,-,-,+,-,+,-,+,-,+,+,-
I52,s1086910,-,-,+,-,-,-,-,+,-,-,+,-,+,-,+,+,-,+,+,+,+,+,-
I53,s2256371,-,+,-,-,-,+,-,-,+,+,-,+,+,-,+,+,+,+,+,-,-,+,+
I53,s4337363,+,-,-,-,-,+,-,-,-,+,-,+,+,+,-,+,+,-,+,-,-,+,+
I53,s4378035,+,-,-,-,-,+,-,+,+,-,-,+,+,-,+,+,-,+,+,-,-,+,+
I53,s6516118,+,+,-,-,-,+,+,-,+,+,-,+,+,-,+,+,-,-,+,-,+,+,-
I54,s5497665,+,-,+,-,-,+,+,+,+,+,-,-,-,+,+,-,+,-,-,-,-,-,+
I54,s4940405,+,-,-,+,-,+,+,-,+,+,-,-,-,+,-,-,+,+,+,-,+,-,+
I54,s5482093,+,-,+,-,-,+,+,+,-,+,-,-,+,+,-,-,+,+,-,+,+,-,+
I54,s5980753,+,-,+,+,-,+,+,-,+,-,-,-,-,+,-,-,+,-,+,-,-,-,+
I55,s6463406,+,+,-,-,-,+,-,+,-,-,+,+,+,+,+,+,-,+,-,+,+,+,-
I55,s7790526,+,+,+,-,+,+,-,+,+,-,+,+,+,+,+,+,-,+,+,+,+,+,-
I55,s7919398,+,+,+,+,-,-,-,+,+,-,+,-,+,+,+,-,-,+,-,-,+,+,-
I55,s8232877,+,+,+,+,+,-,+,+,-,-,+,+,+,+,+,+,-,+,-,+,+,-,+
I55,s7511973,+,+,+,-,-,+,-,+,-,-,+,+,+,+,+,+,-,+,-,-,+,-,+
I56,s391721,-,-,-,-,+,-,+,+,+,+,+,+,-,+,-,-,-,+,-,+,-,-,+
I56,s1659944,-,-,+,+,-,-,+,-,+,-,+,-,+,-,-,-,-,+,-,+,-,-,-
I56,s2093517,-,-,+,+,+,+,+,+,+,+,+,-,-,-,+,+,+,-,-,+,+,-,+
I56,s3983136,-,+,+,+,+,-,-,+,+,-,-,-,+,+,+,-,-,+,-,-,-,-,-
I56,s3798024,-,+,+,+,-,-,+,+,+,+,+,-,+,-,-,-,-,-,-,+,-,-,-
I57,s3403467,-,+,+,-,-,+,+,+,+,+,-,+,+,+,-,+,+,-,-,+,-,+,+
I57,s7563491,+,+,+,-,-,+,+,-,+,+,-,+,-,-,-,+,+,+,-,-,-,+,+
I57,s3353161,-,+,+,-,-,+,+,-,-,+,-,+,-,+,-,-,+,-,-,+,-,-,+
I57,s7843530,+,+,+,-,+,+,+,+,-,+,-,+,+,+,-,+,+,-,-,+,-,+,-
I57,s1305194,-,-,+,-,-,+,+,+,+,+,-,+,-,+,-,-,+,+,-,+,-,+,-
I58,s7764274,+,+,+,-,+,+,-,-,+,+,+,+,-,-,+,-,-,+,+,-,-,+,-
I58,s5486948,+,-,+,-,-,+,+,+,-,+,+,+,-,-,+,-,+,+,-,-,+,-,-
I58,s5453876,+,-,+,-,-,+,+,-,-,+,+,+,-,-,-,-,-,+,+,-,+,-,-
I58,s1322262,-,-,+,-,+,-,-,-,-,+,-,+,+,-,+,-,-,-,+,-,+,+,-
I58,s3045936,-,+,-,+,+,+,-,-,+,+,+,+,-,+,-,-,-,+,+,-,-,-,-
I59,s5731798,+,-,+,-,+,+,+,-,+,+,+,-,+,-,+,+,+,-,+,-,+,+,-
I59,s3479995,-,+,+,-,+,-,+,-,-,-,+,+,-,-,+,+,-,+,+,+,-,+,+
I59,s514451,-,-,-,-,+,+,+,+,+,-,+,+,-,-,+,+,-,-,+,-,-,+,+
I59,s4673943,+,-,-,-,+,+,+,-,+,-,+,-,-,-,+,+,-,-,+,-,+,+,+
I59,s3234131,-,+,+,-,-,-,+,-,+,-,+,+,-,-,+,-,+,-,+,-,-,+,+
I60,s7292282,+,+,-,+,+,+,+,-,+,-,-,-,+,-,+,-,+,+,+,+,-,+,-
I60,s8368492,+,+,+,+,+,+,+,+,-,+,+,-,-,-,+,-,+,+,-,+,+,-,-
I60,s7147867,+,+,-,+,+,-,+,-,-,-,+,-,-,-,+,-,+,-,+,+,-,+,+
I60,s7209928,+,+,-,+,+,+,-,-,-,-,-,-,-,+,+,+,+,-,-,+,-,-,-
I60,s7326040,+,+,-,+,+,+,+,+,+,-,-,+,-,-,+,-,+,-,+,+,-,-,-
I61,s4960496,+,-,-,+,-,+,+,+,-,+,+,-,-,-,-,+,+,+,+,-,-,-,-
I61,s926370,-,-,-,+,+,+,-,-,-,+,-,-,-,+,-,+,-,+,-,-,-,+,-
I61,s4338274,+,-,-,-,-,+,-,-,-,+,+,-,-,+,-,-,+,+,-,-,-,+,-
I61,s6267490,+,-,+,+,+,+,+,+,-,+,-,-,-,+,-,-,+,+,-,-,-,+,-
I61,s395970,-,-,-,-,+,+,-,-,-,-,-,+,-,+,-,+,+,-,-,-,-,+,-
I62,s1780687,-,-,+,+,-,+,+,-,-,+,-,+,-,+,+,+,+,-,-,+,+,+,+
I62,s1650139,-,-,+,+,-,-,+,-,-,+,-,+,+,-,+,+,+,-,+,+,-,+,+
I62,s571791,-,-,-,+,-,-,-,+,-,+,+,+,-,-,+,+,-,-,-,+,+,+,+
I62,s5138890,+,-,-,+,+,+,-,-,+,+,-,+,-,-,+,+,+,-,-,+,-,+,-
I62,s4876693,+,-,-,+,-,+,-,-,+,+,-,+,-,-,+,+,-,-,+,-,+,-,+
I63,s6825433,+,+,-,+,-,-,-,-,-,+,-,-,+,-,+,+,+,-,+,+,-,-,+
I63,s3898829,-,+,+,+,-,+,+,-,+,+,+,+,+,-,+,+,+,-,-,+,+,-,+
I63,s2311433,-,+,-,-,-,+,+,-,+,-,-,-,+,-,+,-,-,-,-,+,-,-,+
I63,s6971456,+,+,-,+,-,+,-,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-
I63,s8265992,+,+,+,+,+,+,-,-,-,+,-,-,-,-,+,-,-,-,-,+,-,-,-
I64,s2550581,-,+,-,-,+,+,-,+,+,+,-,+,-,+,+,-,-,+,+,-,+,-,+
I64,s2123415,-,+,-,-,-,-,-,-,+,+,-,-,+,+,-,+,-,-,+,-,+,+,+
I64,s2633901,-,+,-,+,-,-,-,-,-,+,+,-,-,-,-,+,-,+,-,+,+,-,+
I64,s2998444,-,+,-,+,+,-,+,+,+,-,-,-,-,-,-,+,-,+,-,+,+,-,-
I64,s6636735,+,+,-,-,+,-,+,-,+,-,-,-,+,-,-,+,-,+,+,+,+,+,+
I65,s4925789,+,-,-,+,-,+,+,-,-,+,-,+,-,-,+,-,+,-,+,+,+,-,+
I65,s5941340,+,-,+,+,-,+,-,+,-,+,-,+,-,-,-,-,+,-,+,+,+,-,-
I65,s5212666,+,-,-,+,+,+,+,+,-,-,-,+,-,-,+,+,+,+,+,+,-,+,-
I65,s5929452,+,-,+,+,-,+,-,-,+,+,+,+,-,-,+,+,+,+,-,+,+,-,-
I65,s4393243,+,-,-,-,-,+,+,-,-,-,-,+,-,-,+,-,-,-,+,+,-,+,+
I66,s4290262,+,-,-,-,-,-,+,-,+,+,+,-,+,+,-,+,+,-,+,-,+,+,-
I66,s538530,-,-,-,+,-,-,-,-,-,+,+,-,+,+,+,+,-,+,-,-,-,+,-
I66,s2901763,-,+,-,+,+,-,-,-,+,-,-,-,+,+,+,-,-,-,-,-,-,+,+
I66,s2637590,-,+,-,+,-,-,-,-,-,+,+,+,+,+,+,-,-,-,+,-,+,+,-
I66,s5506722,+,-,+,-,+,-,-,-,-,-,-,-,+,+,-,+,-,+,-,-,-,+,-
I67,s2766183,-,+,-,+,-,+,-,-,-,+,+,-,+,-,+,-,+,+,-,-,+,+,+
I67,s2768239,-,+,-,+,-,+,-,-,-,+,+,+,+,-,+,-,+,+,-,+,+,+,+
I67,s3029614,-,+,-,+,+,+,-,-,-,+,+,+,-,+,-,-,+,+,-,+,+,+,-
I67,s2505070,-,+,-,-,+,+,-,-,-,+,+,+,-,-,+,-,+,+,-,+,+,+,-
