language,label,anterior,labial,back,high,ATR,lateral,distributed,LONG,spread,low,syllabic,continuant,nasal,sonorant,coronal,tense,constr,vocalic,strident,EXTRA,consonantal,voice,round
I6,s2907898,-,+,-,+,+,-,-,-,+,-,+,+,+,+,-,+,+,+,+,+,-,+,-
I7,s2478400,-,+,-,-,+,-,+,+,+,-,+,-,-,-,+,-,+,-,-,-,-,-,-
I7,s3469644,-,+,+,-,+,-,-,+,+,+,+,-,-,-,+,-,+,-,-,+,+,-,-
I7,s2654496,-,+,-,+,-,-,-,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-
I7,s8225024,+,+,+,+,+,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-
I7,s3965264,-,+,+,+,+,-,-,+,-,-,-,-,-,-,+,-,+,-,+,-,-,-,-
I7,s7655748,+,+,+,-,+,-,-,+,+,-,+,-,-,-,+,-,+,-,-,-,+,-,-
I7,s2994464,-,+,-,+,+,-,+,+,-,+,+,-,-,-,+,-,-,+,-,-,-,-,-
I7,s4039010,-,+,+,+,+,-,+,+,-,+,-,-,-,-,+,-,+,+,-,-,-,+,-
I7,s7119168,+,+,-,+,+,-,-,+,-,+,-,-,-,-,+,-,+,-,-,-,-,-,-
I8,s261014,-,-,-,-,-,+,+,+,+,+,+,+,-,+,+,+,-,-,+,-,+,+,-
I8,s2343739,-,+,-,-,-,+,+,+,+,-,-,-,-,+,+,-,-,+,+,+,-,+,+
I8,s2281987,-,+,-,-,-,+,-,+,+,-,+,-,-,+,-,-,-,-,-,-,-,+,+
I8,s719787,-,-,-,+,-,+,-,+,+,+,+,+,-,+,+,+,-,+,-,+,-,+,+
I8,s2878462,-,+,-,+,-,+,+,+,+,+,-,+,-,+,+,+,+,+,+,+,+,+,-
I8,s6473750,+,+,-,-,-,+,-,+,+,-,-,+,-,-,-,-,-,-,+,-,+,+,-
I8,s2876219,-,+,-,+,-,+,+,+,+,+,-,-,-,+,+,-,-,+,+,+,-,+,+
I8,s2350071,-,+,-,-,-,+,+,+,+,-,+,+,-,+,+,+,+,+,+,-,+,+,+
I8,s252479,-,-,-,-,-,+,+,+,+,-,+,+,-,+,-,-,-,+,+,+,+,+,+
I9,s1294056,-,-,+,-,-,+,+,+,-,+,+,+,+,+,-,+,+,+,-,+,-,-,-
I9,s124108,-,-,-,-,-,-,+,+,+,+,-,-,+,-,-,+,+,-,-,+,+,-,-
I9,s2287324,-,+,-,-,-,+,-,+,+,+,-,-,+,+,-,+,+,-,+,+,+,-,-
I9,s1266909,-,-,+,-,-,+,+,-,+,-,+,-,+,-,-,+,+,-,+,+,+,-,+
I9,s768581,-,-,-,+,-,+,+,+,-,+,+,+,-,+,-,-,+,-,-,-,+,-,+
I9,s640077,-,-,-,+,-,-,+,+,+,-,-,-,+,-,-,-,+,-,-,+,+,-,+
I9,s7438029,+,+,+,-,-,-,+,-,+,+,+,+,+,+,-,+,+,-,-,+,+,-,+
I9,s2864581,-,+,-,+,-,+,+,+,-,+,+,-,+,-,+,+,+,-,-,-,+,-,+
I9,s1815757,-,-,+,+,-,+,+,+,-,+,+,-,+,-,-,+,+,-,-,+,+,-,+
I9,s2877177,-,+,-,+,-,+,+,+,+,+,-,-,+,+,-,+,+,+,+,+,-,-,+
I10,s15290,-,-,-,-,-,-,-,-,-,+,+,+,-,+,+,+,-,+,+,+,-,+,-
I10,s31659,-,-,-,-,-,-,-,-,+,+,+,+,-,+,+,+,-,+,-,+,-,+,+
I10,s4217761,+,-,-,-,-,-,-,-,+,-,+,+,-,+,+,+,-,+,-,-,-,-,+
I10,s146350,-,-,-,-,-,+,-,-,-,+,+,+,-,+,+,+,-,+,-,+,+,+,-
I10,s31658,-,-,-,-,-,-,-,-,+,+,+,+,-,+,+,+,-,+,-,+,-,+,-
I10,s138153,-,-,-,-,-,+,-,-,-,-,+,+,-,+,+,+,-,+,-,+,-,-,+
I10,s29627,-,-,-,-,-,-,-,-,+,+,+,-,-,+,+,+,-,+,+,+,-,+,+
I10,s4531,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+,+,-,+,+,-,-,+,+
I10,s31651,-,-,-,-,-,-,-,-,+,+,+,+,-,+,+,+,-,+,-,-,-,+,+
I10,s24491,-,-,-,-,-,-,-,-,+,-,+,+,+,+,+,+,-,+,-,+,-,+,+
I11,s325637,-,-,-,-,+,-,-,+,+,+,+,+,-,-,-,-,-,-,-,-,+,-,+
I11,s3074050,-,+,-,+,+,+,-,+,+,+,-,+,-,-,-,-,-,-,-,-,-,+,-
I11,s4634632,+,-,-,-,+,+,-,+,-,+,+,+,-,-,-,-,-,-,-,+,-,-,-
I11,s4515840,+,-,-,-,+,-,-,+,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-
I11,s6727690,+,+,-,-,+,+,-,+,-,+,-,+,-,-,-,-,-,-,-,+,-,+,-
I11,s6735108,+,+,-,-,+,+,-,+,+,-,-,-,+,-,+,-,-,-,-,-,+,-,-
I11,s437620,-,-,-,-,+,+,-,+,-,+,-,+,+,-,+,-,+,+,+,-,+,-,-
I11,s1105924,-,-,+,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,+,-,-
I11,s4513798,+,-,-,-,+,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,+,+,-
I11,s4516870,+,-,-,-,+,-,-,+,+,+,-,+,+,-,-,-,-,-,-,-,+,+,-
I12,s6232814,+,-,+,+,+,+,+,-,-,-,+,+,-,+,-,+,+,+,-,+,+,+,-
I12,s7162598,+,+,-,+,+,-,+,-,+,-,-,+,-,+,-,+,+,+,-,-,+,+,-
I12,s5233316,+,-,-,+,+,+,+,+,+,-,+,+,-,+,-,+,-,+,-,-,+,-,-
I12,s7212774,+,+,-,+,+,+,-,-,-,-,-,+,+,+,-,+,+,+,-,-,+,+,-
I12,s7163620,+,+,-,+,+,-,+,-,+,-,-,+,+,+,-,+,+,+,-,-,+,-,-
I12,s2756333,-,+,-,+,-,+,-,-,-,-,-,+,+,+,-,+,+,+,-,+,+,-,+
I12,s5185253,+,-,-,+,+,+,+,-,-,-,+,+,+,+,-,+,+,+,-,-,+,-,+
I12,s7040676,+,+,-,+,-,+,+,-,+,+,-,+,+,+,-,+,-,+,-,-,+,-,-
I12,s5114533,+,-,-,+,+,+,-,-,-,-,-,+,-,+,-,+,-,+,-,-,+,-,+
I12,s5129894,+,-,-,+,+,+,-,-,+,-,-,-,+,+,-,+,-,+,-,-,+,+,-
I13,s4993620,+,-,-,+,+,-,-,-,-,+,+,-,-,+,-,-,+,-,+,-,+,-,-
I13,s5518878,+,-,+,-,+,-,-,-,-,+,+,-,+,+,-,-,-,-,+,+,+,+,-
I13,s1258012,-,-,+,-,-,+,+,-,-,+,+,-,-,+,-,-,-,-,+,+,+,-,-
I13,s4829788,+,-,-,+,-,-,+,+,-,+,+,-,-,+,-,-,+,-,+,+,+,-,-
I13,s5452382,+,-,+,-,-,+,+,-,-,+,+,-,-,+,-,-,+,-,+,+,+,+,-
I13,s8303132,+,+,+,+,+,+,-,+,-,+,+,-,-,+,-,-,-,-,+,+,+,-,-
I13,s1392222,-,-,+,-,+,-,+,-,-,+,+,+,+,+,-,-,+,-,+,+,+,+,-
I13,s1586910,-,-,+,+,-,-,-,-,-,+,+,-,+,+,-,+,+,-,+,+,+,+,-
I13,s5708310,+,-,+,-,+,+,+,-,-,-,+,+,-,+,-,-,-,-,+,-,+,+,-
I13,s7354887,+,+,+,-,-,-,-,-,-,+,+,+,-,+,-,-,-,-,-,-,+,+,+
I14,s6721944,+,+,-,-,+,+,-,+,-,-,+,-,-,-,+,+,-,-,+,+,-,-,-
I14,s2666969,-,+,-,+,-,-,-,+,-,+,+,-,-,-,+,+,+,-,+,+,-,-,+
I14,s4886621,+,-,-,+,-,+,-,+,-,-,+,-,-,-,-,-,+,-,+,+,+,-,+
I14,s2601977,-,+,-,-,+,+,+,+,-,+,+,-,-,+,+,+,+,+,+,+,-,-,+
I14,s2757013,-,+,-,+,-,+,-,-,-,-,+,-,-,-,+,+,-,-,+,-,+,-,+
I14,s5149112,+,-,-,+,+,+,-,+,-,-,+,-,-,-,+,+,-,+,+,+,-,-,-
I14,s694205,-,-,-,+,-,+,-,+,-,-,+,-,+,+,+,+,-,+,+,+,+,-,+
I14,s6914425,+,+,-,+,-,-,+,+,-,-,-,-,-,-,+,-,+,+,+,+,-,-,+
I14,s753981,-,-,-,+,-,+,+,+,-,-,-,-,-,-,+,-,-,+,+,+,+,-,+
I14,s2987453,-,+,-,+,+,-,+,+,-,-,+,-,+,-,+,+,-,+,+,+,+,-,+
I15,s1444381,-,-,+,-,+,+,-,-,-,-,-,+,-,+,-,-,-,-,+,+,+,-,+
I15,s5677582,+,-,+,-,+,+,-,+,-,+,-,-,-,+,-,-,-,-,-,+,+,+,-
I15,s3547791,-,+,+,-,+,+,-,-,-,+,-,-,-,+,-,+,-,-,-,+,+,+,+
I15,s4106813,-,+,+,+,+,+,-,+,-,+,-,+,-,+,-,-,-,+,+,+,+,-,+
I15,s3179020,-,+,+,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,+,+,-,-
I15,s3575436,-,+,+,-,+,+,-,+,-,-,-,+,+,+,-,+,-,-,-,+,+,-,-
I15,s3801732,-,+,+,+,-,+,-,-,-,-,-,-,-,+,-,+,-,-,-,-,+,-,-
I15,s3320337,-,+,+,-,-,+,-,+,-,+,-,+,-,+,-,-,-,-,+,-,-,-,+
I15,s2007820,-,-,+,+,+,+,-,+,-,+,-,-,-,+,+,-,-,-,-,+,+,-,-
I15,s1082136,-,-,+,-,-,-,-,+,-,-,-,-,-,+,+,-,-,-,+,+,-,-,-
I16,s6216203,+,-,+,+,+,+,-,+,+,-,+,+,-,+,-,-,-,-,-,+,-,+,+
I16,s5917323,+,-,+,+,-,+,-,-,+,-,-,+,-,+,-,+,-,-,-,+,-,+,+
I16,s7916043,+,+,+,+,-,-,-,+,+,-,-,+,-,+,-,-,-,-,-,+,-,+,+
I16,s6838985,+,+,-,+,-,-,-,-,+,-,+,+,-,+,-,+,+,-,-,+,-,-,+
I16,s4901385,+,-,-,+,-,+,-,+,+,-,-,+,-,+,-,-,-,-,-,+,-,-,+
I16,s5962282,+,-,+,+,-,+,-,+,+,+,+,+,-,+,-,-,-,+,-,+,-,+,-
I16,s2939401,-,+,-,+,+,-,-,+,+,-,+,+,-,+,-,-,-,-,-,+,-,-,+
I16,s6081033,+,-,+,+,+,-,-,+,+,-,-,+,-,+,-,-,-,-,-,+,-,-,+
I16,s6871561,+,+,-,+,-,-,-,+,+,-,+,+,-,+,-,-,-,-,-,+,-,-,+
I16,s7916042,+,+,+,+,-,-,-,+,+,-,-,+,-,+,-,-,-,-,-,+,-,+,-
I17,s7688803,+,+,+,-,+,-,+,-,+,-,+,-,-,+,-,-,+,+,-,-,-,+,+
I17,s7819361,+,+,+,-,+,+,+,-,+,-,+,-,-,-,-,-,+,+,-,-,-,-,+
I17,s7682673,+,+,+,-,+,-,+,-,-,+,+,+,-,+,-,-,+,+,+,-,-,-,+
I17,s6782577,+,+,-,-,+,+,+,-,+,+,+,+,+,+,-,-,+,+,+,-,-,-,+
I17,s7683680,+,+,+,-,+,-,+,-,-,+,+,+,+,+,-,-,+,+,-,-,-,-,-
I17,s7805040,+,+,+,-,+,+,+,-,-,-,+,+,-,-,-,-,+,+,+,-,-,-,-
I17,s7698981,+,+,+,-,+,-,+,-,+,+,+,+,-,+,-,-,-,+,-,-,+,-,+
I17,s6577008,+,+,-,-,+,-,-,-,+,-,+,+,-,+,+,-,+,+,+,-,-,-,-
I17,s7682019,+,+,+,-,+,-,+,-,-,+,+,-,+,+,+,+,+,+,-,-,-,+,+
I17,s7674417,+,+,+,-,+,-,+,-,-,-,+,+,-,+,-,-,-,+,+,-,-,-,+
I18,s6144915,+,-,+,+,+,-,+,+,+,-,-,-,-,+,+,+,-,-,+,-,-,+,+
I18,s8308691,+,+,+,+,+,+,-,+,+,-,-,-,+,+,+,+,+,-,+,-,-,+,+
I18,s8375155,+,+,+,+,+,+,+,+,+,-,-,+,-,+,+,-,+,+,+,-,-,+,+
I18,s6013779,+,-,+,+,-,+,+,+,+,-,-,-,-,+,+,-,+,-,+,-,-,+,+
I18,s7982067,+,+,+,+,-,-,+,+,+,-,-,+,-,+,+,+,+,+,+,-,-,+,+
I18,s8242135,+,+,+,+,+,-,+,+,+,-,-,-,-,+,+,+,+,-,+,-,+,+,+
I18,s6154066,+,-,+,+,+,-,+,+,+,+,-,-,+,+,+,-,+,-,+,-,-,+,-
I18,s6082387,+,-,+,+,+,-,-,+,+,-,-,+,+,+,+,-,+,-,+,-,-,+,+
I18,s8178643,+,+,+,+,+,-,-,+,+,-,-,+,-,+,+,+,+,-,+,-,-,+,+
I18,s6275987,+,-,+,+,+,+,+,+,+,-,-,-,-,+,+,+,-,-,+,-,-,+,+
I19,s2167546,-,+,-,-,-,-,+,-,-,-,+,-,-,+,-,+,+,+,+,+,-,+,-
I19,s73109,-,-,-,-,-,-,+,-,-,-,+,+,+,-,+,+,-,-,+,-,+,-,+
I19,s2202875,-,+,-,-,-,-,+,+,-,-,+,+,+,-,-,+,+,+,+,+,-,+,+
I19,s2690033,-,+,-,+,-,-,+,-,-,-,-,+,-,+,+,+,+,+,+,-,-,-,+
I19,s13305,-,-,-,-,-,-,-,-,-,+,+,-,-,+,+,+,+,+,+,+,-,-,+
I19,s2180313,-,+,-,-,-,-,+,-,+,-,-,-,+,-,-,+,+,-,+,+,-,-,+
I19,s2184221,-,+,-,-,-,-,+,-,+,-,+,-,+,-,-,-,-,-,+,+,+,-,+
I19,s2100729,-,+,-,-,-,-,-,-,-,-,-,+,+,-,+,+,+,+,+,+,-,-,+
I19,s2190521,-,+,-,-,-,-,+,-,+,+,-,+,+,-,-,+,-,+,+,+,-,-,+
I19,s2710715,-,+,-,+,-,-,+,-,+,-,+,+,+,-,-,+,-,+,+,+,-,+,+
I19,s3742367,-,+,+,+,-,-,+,-,-,-,+,+,-,+,-,+,-,-,+,+,+,+,+
I20,s3354624,-,+,+,-,-,+,+,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-
I20,s7542928,+,+,+,-,-,+,+,-,-,-,+,+,-,-,-,+,-,-,+,-,-,-,-
I20,s8075952,+,+,+,+,-,+,+,-,-,+,+,+,-,+,-,+,-,+,+,-,-,-,-
I20,s2175137,-,+,-,-,-,-,+,-,-,+,+,-,-,-,-,+,-,+,-,-,-,-,+
I20,s8075392,+,+,+,+,-,+,+,-,-,+,+,+,-,-,-,+,-,-,-,-,-,-,-
I20,s4929713,+,-,-,+,-,+,+,-,-,+,+,+,-,-,-,+,-,+,+,-,-,-,+
I20,s1816721,-,-,+,+,-,+,+,+,-,+,+,+,-,-,-,+,-,-,+,-,-,-,+
I20,s3872912,-,+,+,+,-,+,+,-,-,-,+,+,-,-,-,+,-,-,+,-,-,-,-
I20,s768209,-,-,-,+,-,+,+,+,-,+,+,+,-,-,-,+,+,-,+,-,-,-,+
I20,s5453985,+,-,+,-,-,+,+,-,-,+,+,+,-,-,-,+,-,+,-,-,-,-,+
I20,s6002817,+,-,+,+,-,+,+,+,-,-,+,+,-,-,-,+,-,-,-,-,-,-,+
I21,s1001970,-,-,-,+,+,+,+,-,+,-,-,+,-,-,+,+,+,+,+,-,-,+,-
I21,s760314,-,-,-,+,-,+,+,+,-,-,+,+,-,-,+,+,+,+,+,+,-,+,-
I21,s907890,-,-,-,+,+,-,+,+,+,-,+,+,-,+,-,-,+,+,+,-,-,+,-
I21,s1006578,-,-,-,+,+,+,+,-,+,-,+,+,-,+,+,+,+,+,+,-,-,+,-
I21,s247730,-,-,-,-,-,+,+,+,+,-,-,-,+,+,+,+,-,+,+,-,-,+,-
I21,s777594,-,-,-,+,-,+,+,+,+,-,+,+,+,-,+,-,+,+,+,+,-,+,-
I21,s607666,-,-,-,+,-,-,+,-,+,-,-,-,+,-,+,+,-,+,+,-,-,+,-
I21,s1040370,-,-,-,+,+,+,+,+,+,-,+,+,+,+,+,+,+,+,+,-,-,+,-
I21,s872370,-,-,-,+,+,-,+,-,+,-,-,+,+,+,+,+,-,+,+,-,-,+,-
I21,s1019378,-,-,-,+,+,+,+,+,-,-,-,+,+,-,+,+,+,+,+,-,-,+,-
I21,s580595,-,-,-,+,-,-,-,+,+,-,+,+,-,+,+,+,+,+,+,-,-,+,+
I22,s2718248,-,+,-,+,-,-,+,-,+,+,+,+,-,+,-,-,-,+,-,+,-,-,-
I22,s2707490,-,+,-,+,-,-,+,-,+,-,+,-,-,-,-,-,-,+,-,-,-,+,-
I22,s2708001,-,+,-,+,-,-,+,-,+,-,+,-,-,+,-,-,-,+,-,-,-,-,+
I22,s2691747,-,+,-,+,-,-,+,-,-,-,+,-,-,+,-,+,-,+,-,-,-,+,+
I22,s6922786,+,+,-,+,-,-,+,+,-,+,-,-,-,+,-,-,-,+,-,-,-,+,-
I22,s6402593,+,+,-,-,-,-,+,+,-,+,+,-,-,+,-,-,-,+,-,-,-,-,+
I22,s3748449,-,+,+,+,-,-,+,-,-,+,+,-,-,+,-,-,+,+,-,-,-,-,+
I22,s6926921,+,+,-,+,-,-,+,+,-,+,+,-,-,+,-,-,+,-,-,+,-,-,+
I22,s2724385,-,+,-,+,-,-,+,+,-,-,+,-,-,+,-,-,-,+,-,-,-,-,+
I22,s6893603,+,+,-,+,-,-,+,-,-,+,+,-,-,-,-,-,-,+,-,-,-,+,+
I22,s2699301,-,+,-,+,-,-,+,-,-,+,+,-,-,-,-,-,-,+,-,-,+,-,+
I23,s7828392,+,+,+,-,+,+,+,-,+,+,+,-,-,+,+,+,-,+,-,+,-,-,-
I23,s7398315,+,+,+,-,-,-,-,+,+,+,-,-,-,+,+,+,-,+,-,+,-,+,+
I23,s7455662,+,+,+,-,-,-,+,+,+,-,-,-,-,+,+,+,-,+,-,+,+,+,-
I23,s7529386,+,+,+,-,-,+,-,+,+,+,-,-,-,+,+,+,-,+,-,+,-,+,-
I23,s7857066,+,+,+,-,+,+,+,+,+,+,-,-,-,+,+,+,-,+,-,+,-,+,-
I23,s7861162,+,+,+,-,+,+,+,+,+,+,+,-,-,+,+,+,-,+,-,+,-,+,-
I23,s7697390,+,+,+,-,+,-,+,-,+,+,+,-,-,+,+,+,+,+,-,+,+,+,-
I23,s7586474,+,+,+,-,-,+,+,+,+,-,-,-,-,+,-,+,-,+,-,+,-,+,-
I23,s8119178,+,+,+,+,-,+,+,+,+,+,-,-,-,+,+,+,-,-,-,+,-,+,-
I23,s7730059,+,+,+,-,+,-,+,+,+,+,+,-,-,+,+,+,-,-,-,+,-,+,+
I23,s7857058,+,+,+,-,+,+,+,+,+,+,-,-,-,+,+,+,-,+,-,-,-,+,-
I24,s4258278,+,-,-,-,-,-,-,+,+,+,+,+,-,-,+,+,+,+,-,-,+,+,-
I24,s2158822,-,+,-,-,-,-,-,+,+,+,+,-,-,-,-,+,+,+,-,-,+,+,-
I24,s2406562,-,+,-,-,+,-,-,+,-,+,+,+,-,-,-,+,-,+,-,-,-,+,-
I24,s2424294,-,+,-,-,+,-,-,+,+,+,+,+,+,-,+,+,+,+,-,-,+,+,-
I24,s325859,-,-,-,-,+,-,-,+,+,+,+,+,-,-,-,+,+,+,-,-,-,+,+
I24,s325615,-,-,-,-,+,-,-,+,+,+,+,-,+,+,+,+,+,+,-,+,+,+,+
I24,s324811,-,-,-,-,+,-,-,+,+,+,+,-,+,-,-,+,+,-,-,+,-,+,+
I24,s2161059,-,+,-,-,-,-,-,+,+,+,+,+,-,-,+,+,-,+,-,-,-,+,+
I24,s3980398,-,+,+,+,+,-,-,+,-,+,+,+,+,-,-,-,+,+,-,+,+,+,-
I24,s309480,-,-,-,-,+,-,-,+,-,+,+,+,-,-,-,+,+,+,-,+,-,-,-
I24,s2419694,-,+,-,-,+,-,-,+,+,+,-,+,-,+,+,+,+,+,-,+,+,+,-
I25,s8344659,+,+,+,+,+,+,+,-,+,-,+,-,+,-,-,-,+,-,+,-,-,+,+
I25,s7296579,+,+,-,+,+,+,+,-,+,-,+,-,+,+,-,-,+,-,-,-,-,+,+
I25,s6706203,+,+,-,-,+,+,-,-,+,-,+,-,+,-,-,-,-,-,+,+,-,+,+
I25,s3101771,-,+,-,+,+,+,+,-,+,-,+,-,+,-,-,-,+,-,-,+,-,+,+
I25,s8313859,+,+,+,+,+,+,-,+,+,-,+,+,+,-,-,-,-,-,-,-,-,+,+
I25,s8082195,+,+,+,+,-,+,+,-,+,-,+,-,-,+,+,-,-,-,+,-,-,+,+
I25,s7246931,+,+,-,+,+,+,-,+,-,-,+,-,+,-,-,-,+,-,+,-,-,+,+
I25,s6526039,+,+,-,-,-,+,+,+,-,-,+,-,+,-,-,-,+,-,+,-,+,+,+
I25,s7296527,+,+,-,+,+,+,+,-,+,-,+,-,+,+,-,-,-,-,-,+,+,+,+
I25,s7263815,+,+,-,+,+,+,-,+,+,-,+,-,+,+,-,-,+,-,-,-,+,+,+
I25,s5182801,+,-,-,+,+,+,+,-,-,-,+,-,+,-,+,-,+,-,+,-,-,-,+
I26,s5645761,+,-,+,-,+,+,-,-,-,+,-,-,+,-,+,+,+,-,-,-,-,-,+
I26,s5577672,+,-,+,-,+,-,+,-,-,-,+,+,-,+,+,+,+,-,-,+,-,-,-
I26,s5702601,+,-,+,-,+,+,+,-,-,-,-,-,-,+,+,+,+,-,-,+,-,-,+
I26,s4523992,+,-,-,-,+,-,+,-,-,-,-,-,+,+,+,+,+,-,+,+,-,-,-
I26,s5506505,+,-,+,-,+,-,-,-,-,-,-,-,+,-,+,+,+,-,-,+,-,-,+
I26,s7734221,+,+,+,-,+,+,-,-,-,-,-,-,-,+,+,+,+,-,-,+,+,-,+
I26,s5637576,+,-,+,-,+,+,-,-,-,-,-,-,+,-,+,+,+,-,-,+,-,-,-
I26,s5637320,+,-,+,-,+,+,-,-,-,-,-,-,+,-,-,+,+,-,-,+,-,-,-
I26,s7742921,+,+,+,-,+,+,-,-,-,+,-,-,+,-,+,+,+,-,-,+,-,-,+
I26,s5513665,+,-,+,-,+,-,-,-,-,+,-,-,-,-,+,+,+,-,-,-,-,-,+
