"SEGMENT","REPORT_DATE","SOURCE","INVENTORY_ID","LANGUAGE_CODE_ID","ALTERNATE_NAMES","ROOT","WALS_GENUS","AREA","syllabic","stress","long","consonantal","sonorant","continuant","delayed.release","approximant","tap","trill","nasal","voice","spread.gl","constr.gl","labial","round","labiodental","coronal","anterior","distributed","strident","lateral","dorsal","high","low","front","back","tense"
"a","2012-09-20 03:33:25","Chanard","I686","ncu","chumburung","ncon","Kwa","Africa","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","Chanard","I781","mfn","mbembe","ncon","Cross River","Africa","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I1228","aty","Aneityum; Anejom̃","anes","Oceanic","Pacific","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I1526","adj","Adioukrou","ncon","Kwa","Africa","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I992","ndi","Samba Leko","ncon","Adamawa","Africa","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","SPA","I106","arn","Araucanian","arcn","Araucanian","America","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I989","run","Rundi","ncon","Bantoid","Africa","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I882","gub","Guajajara","tupi","Tupi-Guaraní","America","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I941","xmf","Mingrelian","kart","Kartvelian","Asia","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I1117","ilo","Ilocano","anes","Northern Philippines","Asia","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I1141","glg","Galician","ieur","Romance","Europe","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","SPA","I54","tml","Asmat","trng","Asmat-Kamoro","Asia","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I1100","bci","Baule","ncon","Kwa","Africa","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I929","bdu","Lukundu","ncon","Bantoid","Africa","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","UPSID","I519","pon","POHNPEIAN","anes","Oceanic","Pacific","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I885","wya","Huron","iroq","Northern Iroquoian","America","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","UPSID","I293","ctd","TIDDIM CHIN","sitb","Kuki-Chin","Asia","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I1235","are","Arrarnte","aust","Pama-Nyungan","Pacific","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I982","smq","Samo","trng","East Strickland","Pacific","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I981","dob","Dobu","anes","Oceanic","Pacific","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","UPSID","I303","dbl","DYIRBAL","aust","Pama-Nyungan","Pacific","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","UPSID","I381","jeb","JEBERO","cahu","Cahuapanan","America","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I860","ctu","Tila, Chiapas","maya","Mayan","America","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","Chanard","I784","men","mende","ncon","Western Mande","Africa","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I1052","gay","Gayo","anes","Gayo","Asia","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","UPSID","I257","bom","BIROM","ncon","Platoid","Africa","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I1044","tft","Ternate","wpap","North Halmaheran","Asia","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","UPSID","I372","iso","ISOKO","ncon","Edoid","Africa","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I1007","kde","Shimakonde","ncon","Bantoid","Africa","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I959","nsh","Ngishe","ncon","Bantoid","Africa","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","UPSID","I337","gbc","GARAWA","aust","Garrwan","Pacific","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I1035","ukr","Ukrainian","ieur","Slavic","Europe","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","UPSID","I547","skd","SIERRA MIWOK","penu","Miwok","America","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","UPSID","I376","ivv","IVATAN","anes","Northern Philippines","Asia","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I1000","sey","Secoya","tucn","Tucanoan","America","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I1222","cof","Colorado; Tsafiki","barb","Barbacoan","America","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","UPSID","I319","ess","YUPIK","eska","Eskimo","America","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","UPSID","I578","tiy","TIRURAY","anes","South Mindanao","Asia","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I1015","erk","South Efate","anes","Oceanic","Pacific","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I897","jaa","Jarawara","arau","Arauan","America","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I1187","dbj","Ida'an","anes","Northwest Malayo-Polynesian","Asia","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","UPSID","I504","nyi","NYIMANG","nsah","Nyimang","Africa","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","UPSID","I580","tlo","JOMANG","ncon","Talodi Proper","Africa","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I1101","bfw","Remo","ausa","Munda","Asia","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","UPSID","I266","bvr","BURARRA","aust","Burarran","Pacific","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I978","okv","Orokaiva","trng","Binanderean","Pacific","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I1511","bbo","Bobo, North","ncon","Western Mande","Africa","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","SPA","I35","sun","Sundanese","anes","Sundanese","Asia","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I980","niz","Ningil","torr","Wapei-Palei","Pacific","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","UPSID","I269","cad","CADDO","cadd","Caddoan","America","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I1215","xxk","Ke'o; Kéo","anes","Central Malayo-Polynesian","Asia","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I938","ayz","Maybrat","wpap","North-Central Birds Head","Asia","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","UPSID","I586","tpm","TAMPULMA","ncon","Gur","Africa","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I1178","bbw","Baba","ncon","Bantoid","Africa","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I883","gup","Gunwinggu","aust","Gunwinygic","Pacific","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I940","byv","Medumba","ncon","Bantoid","Africa","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I1113","gvc","Wanano","tucn","Tucanoan","America","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","UPSID","I588","tpy","TRUMAI","saso","Trumai","America","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","Chanard","I828","tuq","teda","nsah","Western Saharan","Africa","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I857","cdm","Chepang","sitb","Bodic","Asia","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","UPSID","I456","mde","MABA","nsah","Maban","Africa","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I1202","sbs","Subiya","ncon","Bantoid","Africa","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","UPSID","I592","tsi","TSIMSHIAN","penu","Tsimshianic","America","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I1051","mla","Tamambo; Malo","anes","Oceanic","Pacific","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","SPA","I58","kup","Kunimaipa","trng","Goilalan","Pacific","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","Chanard","I807","mhi","pandikeri","nsah","Moru-Madi","Africa","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","SPA","I111","ign","Moxo","arwk","Arawakan","America","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I889","qxw","Huanca","quch","Quechuan","America","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I863","crd","Coeur d'Alene","sali","Interior Salish","America","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","UPSID","I311","dru","RUKAI","anes","Tsouic","Asia","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I948","mlv","Mwotlap","anes","Oceanic","Pacific","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","Chanard","I842","yam","yamba","ncon","Bantoid","Africa","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I854","cav","Cavinena","taca","Tacanan","America","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","Chanard","I764","lok","lɔkɔ","ncon","Western Mande","Africa","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I949","nnm","Namia","sepr","Yellow River","Pacific","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I1085","duo","Dupaningan Agta; Eastern Cagayan Agta; Dupaninan Agta","anes","Northern Philippines","Asia","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I1124","mcf","Matses","pano","Panoan","America","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I918","kto","Kuot","epap","Kuot","Pacific","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I1125","mni","Manipuri","sitb","Kuki-Chin","Asia","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","UPSID","I522","pwn","PAIWAN","anes","Paiwanic","Asia","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","SPA","I131","amh","Amharic","afas","Semitic","Africa","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I1031","way","Wayana","cari","Cariban","America","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","SPA","I48","mph","Maung","aust","Iwaidjan","Pacific","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","UPSID","I616","wnu","USAN","trng","Madang","Pacific","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I937","mec","Mara","aust","Maran","Pacific","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","UPSID","I313","dts","DOGON","ncon","Dogon","Africa","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I993","sbd","Samo de Toma","ncon","Eastern Mande","Africa","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I934","bce","Mamenyan","ncon","Bantoid","Africa","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I1006","ywn","Shanenawa","pano","Panoan","America","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I1060","bgo","Baga Koga; Koba; Barka","ncon","Southern Atlantic","Africa","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I888","huv","Huave, San Mateo del Mar","huav","Huavean","America","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","Chanard","I766","lia","limba","ncon","Southern Atlantic","Africa","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I1086","ton","Tongan; Tonga","anes","Oceanic","Pacific","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","UPSID","I564","tbi","TABI","nsah","Eastern Jebel","Africa","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","Chanard","I833","toq","toposa","nsah","Nilotic","Africa","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I1077","esi","Iñupiaq; Iñupiat; Inupiat; Inupiaq","eska","Eskimo","America","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I956","mff","Naki","ncon","Bantoid","Africa","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","UPSID","I332","fun","IATE","macg","Yatê","America","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I906","xrb","Kar","ncon","Gur","Africa","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","UPSID","I341","gld","NANAI","altc","Tungusic","Europe","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","Chanard","I843","yat","yambɛta","ncon","Bantoid","Africa","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","SPA","I104","quh","Quechua","quch","Quechuan","America","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","Chanard","I758","kuj","kuria","ncon","Bantoid","Africa","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I945","mgg","Mpumpun","ncon","Bantoid","Africa","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","Chanard","I785","mgo","metta ","ncon","Bantoid","Africa","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
"a","2012-09-20 03:33:25","PHOIBLE","I1022","ztp","Zapotec","otma","Zapotecan","America","+","-","-","-","+","+","0","+","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","-","+","-","-","0"
